quadras.codigo_ibge_municipio,quadras.codigo_cartografico,quadras.geometria,quadras.area
4104501,01.06.001.2.CHAC,"MULTIPOLYGON(((-53.79604316345901 -25.6734287390438,-53.79611861670734 -25.673566994817417,-53.79620272243019 -25.673630234918928,-53.79640328919292 -25.673796429564877,-53.7964340589811 -25.673875247884283,-53.79648495646443 -25.673930509044133,-53.79664015539548 -25.673947388199807,-53.79681676034613 -25.673989817264108,-53.797005407483944 -25.67400452827362,-53.79732401180878 -25.6738632453836,-53.797487762636706 -25.673840919960433,-53.79761125815969 -25.673865708948085,-53.79771258810377 -25.67401959471084,-53.79775493449263 -25.67411405911642,-53.79808204826016 -25.67404092086859,-53.79828501256449 -25.674102098921498,-53.79850276255003 -25.674125015877625,-53.799163677733986 -25.673960092568347,-53.79819162501907 -25.673113043189108,-53.79799500421906 -25.672941704896715,-53.79655531560531 -25.673300946844627,-53.79604316345901 -25.6734287390438)))",23423.5059
4104501,01.04.002.12.0402,"MULTIPOLYGON(((-53.78367969841388 -25.688042540687725,-53.78340651610949 -25.687964821188686,-53.783049106197275 -25.687863575043888,-53.783007962789526 -25.68800134292817,-53.78247573012386 -25.68792972144501,-53.78220767797273 -25.6879137521354,-53.781481713414024 -25.688654861486352,-53.78196573219491 -25.689044125192595,-53.78216401164912 -25.688841709554822,-53.78253633567405 -25.68914114140139,-53.78367969841388 -25.688042540687725)))",16803.2500
4104501,01.04.002.12.0399,"MULTIPOLYGON(((-53.783795884603656 -25.685316739291284,-53.783520295224946 -25.685150823426895,-53.782994664716284 -25.68529663414847,-53.78317114692577 -25.685478638748606,-53.78322297440712 -25.685437224301086,-53.78339893943693 -25.68561833123264,-53.783795884603656 -25.685316739291284)))",2099.4512
4104501,01.03.003.4.0111,"MULTIPOLYGON(((-53.81326809229906 -25.675588007779286,-53.81316651498025 -25.675448762166294,-53.81316092771882 -25.675442071998262,-53.81315496856898 -25.67543555171773,-53.81314864608755 -25.67542922568127,-53.8131419713501 -25.675423117849608,-53.813134957933514 -25.67541725152515,-53.813127621859515 -25.67541164908723,-53.81311998149794 -25.675406331733754,-53.81311205743013 -25.675401319231582,-53.81310387227436 -25.67539662968392,-53.813095450475934 -25.675392279319663,-53.81308681806611 -25.675388282308806,-53.81307800239456 -25.675384650609203,-53.813069031841394 -25.675381393848184,-53.81305993551485 -25.675378519240276,-53.81305074294149 -25.67537603154476,-53.813041483755676 -25.67537393305991,-53.81303218739504 -25.675372223656858,-53.813022882808056 -25.67537090084792,-53.813013598179715 -25.675369959888574,-53.81300407995331 -25.675369382450103,-53.81300208369242 -25.675369310703683,-53.813000085974444 -25.675369255985746,-53.81299808706456 -25.67536921832276,-53.81299608722856 -25.675369197736938,-53.812994086732886 -25.675369194245782,-53.81299208584437 -25.675369207862367,-53.81299008483024 -25.67536923859519,-53.812988083957926 -25.675369286448174,-53.812986083494955 -25.675369351420503,-53.81298408370886 -25.67536943350702,-53.81298208486702 -25.675369532697957,-53.81298008723659 -25.67536964897878,-53.81297809108432 -25.67536978233062,-53.81297609667648 -25.67536993272994,-53.812974104278744 -25.67537010014861,-53.812972114156075 -25.67537028455407,-53.81297012657253 -25.675370485909298,-53.81296814179129 -25.675370704172582,-53.812966160074374 -25.675370939297895,-53.81296418168947 -25.675371191233864,-53.812883674471074 -25.675380919065653,-53.81296930398351 -25.67566259763721,-53.81308447639182 -25.675633845946752,-53.81326809229906 -25.675588007779286)))",776.6989
4104501,01.06.004.0.0052,"MULTIPOLYGON(((-53.81347558127331 -25.67037355565858,-53.813343388324974 -25.66993868589257,-53.81315144332096 -25.669986604928642,-53.81316466250486 -25.670030091937818,-53.81320432012337 -25.67016055295206,-53.813243977841694 -25.670291013946205,-53.813283635659914 -25.670421474920257,-53.81347558127331 -25.67037355565858)))",1000.0000
4104501,02.06.005.0.0014,"MULTIPOLYGON(((-53.878644833055205 -25.61503237677383,-53.87884120218824 -25.615293127405195,-53.879005542060305 -25.615191390105792,-53.879248150458935 -25.615041198764242,-53.87967783922247 -25.614775189940048,-53.879380261714545 -25.614338733750348,-53.879311244392966 -25.614237505624725,-53.878855412363116 -25.61451969831681,-53.87861280439102 -25.614669888966088,-53.87844846480789 -25.614771625796546,-53.878644833055205 -25.61503237677383)))",7238.6392
4104501,01.04.001.2.0081,"MULTIPOLYGON(((-53.80512902835123 -25.667039163527257,-53.8053089764987 -25.666994249451403,-53.80548892449008 -25.66694933516423,-53.80562808416321 -25.66691460130407,-53.805848820004904 -25.666859505956236,-53.80568900203411 -25.666333618895965,-53.805449072681334 -25.66639350478763,-53.805333906493416 -25.666422249882235,-53.8052187402416 -25.666450994890315,-53.805103573926 -25.666479739811887,-53.80498840754639 -25.666508484646936,-53.804969213143686 -25.666513275444427,-53.804873241103 -25.666537229395445,-53.804758074595604 -25.666565974057526,-53.80464290802431 -25.666594718632997,-53.804240476085425 -25.66669516134349,-53.80466561895338 -25.667099460893464,-53.80491655128963 -25.667228483594126,-53.80510332661813 -25.667419871573607,-53.80523475591904 -25.66738706765497,-53.80513050277027 -25.66704401522563,-53.80512902835123 -25.667039163527257)))",9130.4893
4104501,01.04.002.3.0108,"MULTIPOLYGON(((-53.79477578616217 -25.688272880926956,-53.7948290016384 -25.68816135356379,-53.794885689983985 -25.688049449603252,-53.79499869888142 -25.687858673366332,-53.795086663255205 -25.687722781048898,-53.79508344834338 -25.6877235831417,-53.79496983562582 -25.687751928483525,-53.79473320135117 -25.687810966267023,-53.79473127953013 -25.68781144573953,-53.794573823113 -25.687850729231023,-53.794382128024374 -25.687898554602647,-53.79441735969986 -25.68801449633368,-53.79445261788444 -25.68813052502645,-53.79448784971766 -25.68824646672563,-53.79451560177986 -25.688337793634304,-53.7945535481787 -25.68846266794485,-53.79471748304035 -25.68842176831677,-53.79477578616217 -25.688272880926956)))",2794.7202
4104501,01.04.002.12.0391,"MULTIPOLYGON(((-53.783356727929345 -25.68738833747225,-53.783254432965556 -25.68730606927049,-53.78316143766478 -25.687231279922834,-53.7830684424791 -25.68715649050564,-53.782966147907786 -25.687074222066087,-53.782858609638005 -25.687183757883428,-53.782785814390984 -25.687257905169353,-53.78271301905443 -25.687332052425607,-53.782650739158456 -25.687396879939413,-53.78278545919164 -25.687614241856274,-53.78289242634752 -25.687505288209458,-53.783087716779065 -25.687662346106702,-53.78317639463618 -25.687572021041763,-53.783249189792976 -25.687497873567683,-53.783356727929345 -25.68738833747225)))",2436.7021
4104501,01.04.002.12.0302,"MULTIPOLYGON(((-53.78407308806853 -25.682203307107816,-53.78434180582996 -25.682136093969184,-53.78393411798584 -25.68079774416042,-53.783821511201 -25.6821233573073,-53.78392606028297 -25.68246656844686,-53.78413719623589 -25.682413758339315,-53.78407308806853 -25.682203307107816)))",4761.5088
4104501,02.06.005.11.0007,"MULTIPOLYGON(((-53.87577806002619 -25.615001798582476,-53.8759836350532 -25.6148748264294,-53.875481997276225 -25.614207182473887,-53.875276422714876 -25.614334153877348,-53.87511196274067 -25.614435730817146,-53.874947502477454 -25.614537307594205,-53.87478304192523 -25.61463888420847,-53.874579110439086 -25.61476483898429,-53.87511610537102 -25.615410647187815,-53.875284678118874 -25.615306530712353,-53.87561359967944 -25.615103376121787,-53.87577806002619 -25.615001798582476)))",9640.1348
4104501,02.06.005.11.0008,"MULTIPOLYGON(((-53.87580472807119 -25.61604694592232,-53.875796704385664 -25.616094904792835,-53.8757860961041 -25.616135006378897,-53.87576450211609 -25.61617724591824,-53.875749040193845 -25.61620749063648,-53.87574044857307 -25.616232080065547,-53.87572937500091 -25.616255839674892,-53.87570697530957 -25.61628927462412,-53.87568673014623 -25.61632382057174,-53.87566843726321 -25.61634765248605,-53.875649067695235 -25.616363210482255,-53.87563142292276 -25.61638650496624,-53.87560803316898 -25.61641738391139,-53.87559116215205 -25.616442273155503,-53.87557847359914 -25.616469126490642,-53.875565732409484 -25.616488771201915,-53.87555665316588 -25.616513937452734,-53.875546487686094 -25.616542114569917,-53.87554204919081 -25.616558326537046,-53.87553835247143 -25.616571829104213,-53.87553426065761 -25.616576241030323,-53.875531961563595 -25.61658050399339,-53.875533485414536 -25.61658504371365,-53.875539122547444 -25.61659096046354,-53.87554535551877 -25.616596363621998,-53.8755522385033 -25.616601073826768,-53.87557559604837 -25.616604164423535,-53.87560505834788 -25.61661009137843,-53.875640209821356 -25.616613680997723,-53.875678258800214 -25.6166175664964,-53.87570708693593 -25.61662201913066,-53.875745917564096 -25.61661836429774,-53.87577354773995 -25.616617760952543,-53.87580067253747 -25.61661295359919,-53.87581255939735 -25.6166157077618,-53.87582444625768 -25.616618461923384,-53.87584623367377 -25.616618278569128,-53.87586774101112 -25.61661511609331,-53.875891962631925 -25.616609553460485,-53.8759149430402 -25.61660621368404,-53.875938138370806 -25.61660448270992,-53.8759640323388 -25.616605607539363,-53.8759766771464 -25.616608550870275,-53.87597973343556 -25.6166092622823,-53.87600287291074 -25.616614648452284,-53.87602550234494 -25.616619033679058,-53.87604111184302 -25.61662205855091,-53.87605382895316 -25.61662768049096,-53.87607180315762 -25.616633796927577,-53.876090997348946 -25.616634166736713,-53.87614224207227 -25.61664882052893,-53.87614270724375 -25.61664895354786,-53.87617696271083 -25.61665957979358,-53.876210246989224 -25.616672496296633,-53.87622072348104 -25.61667761856348,-53.876232042788324 -25.616680955842238,-53.876238842404376 -25.616682346442794,-53.87623985297272 -25.61668255311575,-53.876250500700536 -25.616690395212654,-53.87625801480701 -25.616693676867037,-53.87626612094827 -25.616695456622704,-53.87629186065859 -25.616701107938805,-53.87631721474704 -25.616708045761097,-53.87633538212215 -25.616714112583953,-53.87633774105871 -25.616715068823556,-53.87636266931385 -25.616725173960358,-53.87638875520311 -25.616733635525893,-53.87640243207756 -25.616736830885902,-53.87641781112759 -25.61673608185915,-53.876434824828124 -25.616733174960725,-53.87643595369384 -25.616732982086777,-53.87646631784675 -25.616723947854947,-53.876495582607696 -25.616714084377268,-53.87653079417169 -25.616699683502016,-53.876538850341674 -25.6166955344303,-53.876554616698556 -25.61668741447225,-53.876574153469434 -25.616681863227946,-53.87661335545297 -25.616670724234208,-53.87664305838293 -25.616655916981415,-53.8766776614293 -25.616644917256515,-53.87670272659557 -25.61663073246702,-53.876756515862425 -25.616611242967263,-53.87677024115707 -25.616604306335898,-53.87680414964714 -25.61658890264213,-53.876826219546714 -25.616578876888056,-53.87690463907768 -25.616550033512407,-53.876939402745094 -25.61654635443196,-53.87695474982275 -25.616543208316234,-53.87697607505278 -25.616536219858524,-53.8770195970547 -25.616526345419004,-53.87706495591916 -25.616506173904945,-53.877086198343754 -25.616496727191798,-53.87712073750311 -25.616475018380584,-53.87713326758896 -25.61646333293508,-53.87714290715099 -25.616449576998914,-53.87715052096557 -25.616430550148404,-53.877157120911484 -25.616404740456225,-53.8771589384972 -25.616385435642414,-53.877159436017465 -25.61636036887237,-53.877153787682275 -25.616335826640835,-53.877150934428236 -25.61631968427042,-53.8771033935668 -25.616319079885134,-53.876752906819746 -25.61581853840431,-53.87643927664587 -25.616012251127152,-53.87642258365167 -25.61602256146949,-53.87620732273888 -25.616203479027103,-53.87591544464142 -25.616448788737056,-53.87586627281144 -25.61632049381439,-53.876020197460754 -25.616175833546,-53.876296521989396 -25.61591613916709,-53.87661722014624 -25.61571806124262,-53.87609625298638 -25.61502470414082,-53.87576909158405 -25.61523018132618,-53.87564640575881 -25.615307235104932,-53.87550736162615 -25.615394562611737,-53.875384170463896 -25.615471933357814,-53.875253305031386 -25.615554123749664,-53.87580472807119 -25.61604694592232)))",17562.8340
4104501,02.06.005.0.0011,"MULTIPOLYGON(((-53.88080546709822 -25.612604229795657,-53.88066975655944 -25.612198489526097,-53.88025862594231 -25.61245244522435,-53.879491723268444 -25.6129261558972,-53.87898602598791 -25.613238517679427,-53.87882157099887 -25.61334009841535,-53.87905699227914 -25.613685397351016,-53.87929241497946 -25.6140306957759,-53.87945676054169 -25.613928953340288,-53.8799621213335 -25.613616094333125,-53.880126457972956 -25.61351435603005,-53.880768586048795 -25.61311682107403,-53.88094117868582 -25.61300996984036,-53.88080546709822 -25.612604229795657)))",19101.1562
4104501,01.06.003.0.0024,"MULTIPOLYGON(((-53.814744911903986 -25.671961203158677,-53.814719661658636 -25.67187814338841,-53.814718471857425 -25.671874229577075,-53.81468000166901 -25.671747682999918,-53.814640341779416 -25.671617222591316,-53.814600681989745 -25.67148676216262,-53.81440873523753 -25.67153468301252,-53.81416880154759 -25.67159458373688,-53.81420846092596 -25.67172504431794,-53.81424812040427 -25.67185550487901,-53.81428659019373 -25.67198205160388,-53.81428777998261 -25.671985965419797,-53.81432175510074 -25.67209772660054,-53.814368659392244 -25.67225201788725,-53.814744911903986 -25.671961203158677)))",2928.1499
4104501,02.06.005.11.0010,"MULTIPOLYGON(((-53.8782731633677 -25.61453884745803,-53.8783362547785 -25.614622625082824,-53.879206503645584 -25.614083881307156,-53.87901476419336 -25.613802653775736,-53.87873560246252 -25.61339319941831,-53.878589418045856 -25.613483494322413,-53.87843135969143 -25.613581123193747,-53.87790921100851 -25.613903639726743,-53.878217210301635 -25.614582298440617,-53.878248031224516 -25.614544253133044,-53.878255427315835 -25.61453946182983,-53.87826137180181 -25.61453813631368,-53.87826672267027 -25.614538103592526,-53.8782731633677 -25.61453884745803)))",9620.2529
4104501,01.04.001.1.0119,"MULTIPOLYGON(((-53.80007982210376 -25.653698968851394,-53.80001061702602 -25.653471174335124,-53.79995007934754 -25.653271908444317,-53.79990278031936 -25.653116218344294,-53.79977965987996 -25.65314694597876,-53.79965653936771 -25.65317767351437,-53.79953332281932 -25.653208424900686,-53.799580621427836 -25.653364115155945,-53.79964115856925 -25.653563381245437,-53.799710363032844 -25.65379117598876,-53.80007982210376 -25.653698968851394)))",2579.5000
4104501,01.04.001.2.0091,"MULTIPOLYGON(((-53.79509449928063 -25.669284251867534,-53.79508744038524 -25.669261017678917,-53.79505705127042 -25.669160992494533,-53.795026662214354 -25.66906096729845,-53.794996273216825 -25.668960942090518,-53.7949667827328 -25.668863874138317,-53.79462906948031 -25.66894178200674,-53.794660354860014 -25.66904475879017,-53.79469074361208 -25.66914478408878,-53.79472113242288 -25.669244809375705,-53.794751521292326 -25.66934483465076,-53.79479290137643 -25.669481037292574,-53.794919593596575 -25.66944942572538,-53.79509449928063 -25.669284251867534)))",2016.4971
4104501,01.04.001.1.084A,"MULTIPOLYGON(((-53.80398479578345 -25.65212802120264,-53.8038966881722 -25.65183803543765,-53.80383062218616 -25.651620593440054,-53.80373813027124 -25.65131617454993,-53.803605999906345 -25.650881290231688,-53.80353993513953 -25.65066384798912,-53.80346726421607 -25.650424661457915,-53.803121845434674 -25.650510878992634,-53.803194515755465 -25.65075006574688,-53.80326057997438 -25.650967508192316,-53.8033927092435 -25.651402392916015,-53.80348520039135 -25.65170681209013,-53.80355126582947 -25.65192425429041,-53.803626055245715 -25.652170408687347,-53.80398479578345 -25.65212802120264)))",6958.8066
4104501,01.06.002.12.0104,"MULTIPOLYGON(((-53.794263624658335 -25.67985464231266,-53.793975668521455 -25.679926485918475,-53.79401002456481 -25.680039557801297,-53.79404173790214 -25.68014393183348,-53.79407345130336 -25.68024830585294,-53.79410516476848 -25.680352679859475,-53.79416594912904 -25.68055273013628,-53.79416596107757 -25.680552727119284,-53.794453906555695 -25.680480885988047,-53.79443276405618 -25.680411303539397,-53.79439312180205 -25.68028083592233,-53.79436140811733 -25.68017646199691,-53.79432969449651 -25.68007208805857,-53.794297980939575 -25.67996771410751,-53.794263624658335 -25.67985464231266)))",2160.0002
4104501,01.04.001.2.0110,"MULTIPOLYGON(((-53.7913235838441 -25.668596865035045,-53.791291876900274 -25.66849248981387,-53.79101354278138 -25.668561931002895,-53.79104524951303 -25.668666306302338,-53.79107695630852 -25.66877068158905,-53.79110866316786 -25.66887505686296,-53.79114037009103 -25.668979432123958,-53.791172077078045 -25.669083807372232,-53.79120378412891 -25.669188182607602,-53.79123549124362 -25.669292557830246,-53.791267198422155 -25.66939693303999,-53.79129890566465 -25.669501308237002,-53.7912058069788 -25.669524535240495,-53.79102056926328 -25.669570749625734,-53.79106812992837 -25.66972731251469,-53.791253367855596 -25.669681098051306,-53.79143860561776 -25.66963488336401,-53.79162480299465 -25.669588428996654,-53.79157724169305 -25.669431866342705,-53.79154553423849 -25.66932749122414,-53.791513826847776 -25.669223116092684,-53.7914821195209 -25.669118740948488,-53.79145041225787 -25.669014365791394,-53.79141870505868 -25.66890999062148,-53.791386997923254 -25.668805615438853,-53.79135529085175 -25.668701240243298,-53.7913235838441 -25.668596865035045)))",4176.0000
4104501,01.04.001.2.070A,"MULTIPOLYGON(((-53.80250463619632 -25.66478825541786,-53.80244134008654 -25.664579952292684,-53.802405660742025 -25.664462533642787,-53.80237394583699 -25.664358161495986,-53.80204764408843 -25.66443959854942,-53.802145849567374 -25.66452737634181,-53.8022563309032 -25.664626126263652,-53.802471642329124 -25.664818574181208,-53.80250463619632 -25.66478825541786)))",981.8299
4104501,02.06.005.0.0002,"MULTIPOLYGON(((-53.88009696593646 -25.611503627638093,-53.88001043062804 -25.611410098377338,-53.879802052611566 -25.611538813211563,-53.8796376005902 -25.611640394628036,-53.879390922016306 -25.611792766447923,-53.87985987322535 -25.61248059192375,-53.87996758989737 -25.61241405590254,-53.8801320425926 -25.612312474056214,-53.88035487553352 -25.612174830394885,-53.88058593053187 -25.61203210731627,-53.88018073290009 -25.611594164608807,-53.88009696593646 -25.611503627638093)))",7327.1362
4104501,02.06.005.11.0004,"MULTIPOLYGON(((-53.87781463057653 -25.612766413735425,-53.877442960703824 -25.61299598306254,-53.877307284386944 -25.613079785817845,-53.877670553842655 -25.613612617197695,-53.877776230150864 -25.613767618481223,-53.877968644281204 -25.613648770240818,-53.878082119095694 -25.61357868014847,-53.87833044755749 -25.613425294313796,-53.87839211843095 -25.613387201747692,-53.878634690138924 -25.61323737076582,-53.87842542862787 -25.61293043762131,-53.878165742131394 -25.612549541063647,-53.87781463057653 -25.612766413735425)))",9349.0947
4104501,01.04.002.3.129A,"MULTIPOLYGON(((-53.7953445155065 -25.688259711083504,-53.79528108093765 -25.68805096432527,-53.79525464994275 -25.68796398649416,-53.79520480913645 -25.687799972373874,-53.795126672220604 -25.687819466897704,-53.79511989529457 -25.68782967542798,-53.795113159093724 -25.687839906894876,-53.79510646375939 -25.687850161098154,-53.79509980943129 -25.6878604378367,-53.79509319624756 -25.687870736908202,-53.79508662434469 -25.687881058109713,-53.795080093857564 -25.687891401237163,-53.795073604919395 -25.687901766085684,-53.795067157661805 -25.687912152449567,-53.795060752214674 -25.687922560122114,-53.79505438870629 -25.68793298889585,-53.79504806726326 -25.68794343856245,-53.795041788010465 -25.68795390891269,-53.79503555107113 -25.68796439973669,-53.79502935656677 -25.687974910823574,-53.79502320461719 -25.687985441961803,-53.79501709534051 -25.68799599293905,-53.79501102885307 -25.688006563542213,-53.79500500526955 -25.688017153557396,-53.79499902470286 -25.68802776277022,-53.79493925508449 -25.688136246817418,-53.794934358356976 -25.688146324847068,-53.79492948561337 -25.688156412669994,-53.794924636889384 -25.688166510215883,-53.79491981222035 -25.6881766174143,-53.79491501164131 -25.688186734194545,-53.79491023518691 -25.688196860486027,-53.79490548289154 -25.68820699621771,-53.79490075478918 -25.68821714131865,-53.794896050913515 -25.688227295717727,-53.794891371297844 -25.688237459343572,-53.79488671597519 -25.68824763212479,-53.79488208497818 -25.688257813989924,-53.794877478339124 -25.68826800486727,-53.794872896089984 -25.688278204684917,-53.79486833826236 -25.68828841337117,-53.79486380488755 -25.68829863085376,-53.79485929599647 -25.688308857060647,-53.794854811619686 -25.68831909191951,-53.79485035178746 -25.688329335358027,-53.794845916529646 -25.688339587303545,-53.79484482873256 -25.688342302584466,-53.79484405881556 -25.688345183386033,-53.79484364475246 -25.68834818328269,-53.79484361310946 -25.68835124721115,-53.79484397626262 -25.688354314487096,-53.79484473083427 -25.688357322641046,-53.79484585765535 -25.688360211588765,-53.79484732329407 -25.688362927565112,-53.79484908290807 -25.68836542629245,-53.7948510839566 -25.688367675017254,-53.79485334354569 -25.68836971275605,-53.794855902716954 -25.688371558992348,-53.79485873099787 -25.688373162963288,-53.79486178446446 -25.68837447964202,-53.79486500758903 -25.688375473294982,-53.79486833642078 -25.688376120382596,-53.794871702744224 -25.688376411347406,-53.79487503866071 -25.688376351014483,-53.794878280961555 -25.68837595758258,-53.79488137472966 -25.688375260431282,-53.795025823144584 -25.68833922206336,-53.79512661445653 -25.68831407559018,-53.79522740571952 -25.68828892905075,-53.7953445155065 -25.688259711083504)))",1716.8383
4104501,01.04.002.12.0389,"MULTIPOLYGON(((-53.783896103677854 -25.687822113868656,-53.78379380797966 -25.687739846111644,-53.78370081201143 -25.687665057168378,-53.78360781615811 -25.6875902681555,-53.783505520852486 -25.687508000160683,-53.78339798276706 -25.687617536362055,-53.783325187644664 -25.687691683907858,-53.78323650982937 -25.68778200906006,-53.78343180115512 -25.6879390664156,-53.78340651610949 -25.687964821188686,-53.78367969841388 -25.688042540687725,-53.7837157706937 -25.688005798082177,-53.78378856572577 -25.687931650348126,-53.783896103677854 -25.687822113868656)))",2078.1052
4104501,01.06.004.1.0003,"MULTIPOLYGON(((-53.81067847204019 -25.654604783430067,-53.810625607994595 -25.654430833281044,-53.81057274412645 -25.654256883096345,-53.81051988043574 -25.654082932875863,-53.810467016922495 -25.653908982619782,-53.81042830772746 -25.65378160752212,-53.8103302334141 -25.65345888619461,-53.81022320225343 -25.653832812158914,-53.810180957880945 -25.65398039727919,-53.81012301009089 -25.65418201147577,-53.81006506213792 -25.654383625660753,-53.80999413362173 -25.654630401407395,-53.8099491657432 -25.654786853995958,-53.81029462694014 -25.65470061047605,-53.81048175151509 -25.65465389491118,-53.810580111800945 -25.654629339202213,-53.81067847204019 -25.654604783430067)))",5003.7339
4104501,01.01.001.0.0025,"MULTIPOLYGON(((-53.80852615877775 -25.669178236660315,-53.80822384313104 -25.6692536991358,-53.808276712518 -25.669427649589988,-53.80836759716613 -25.669726676118202,-53.80846784348189 -25.669379940515547,-53.80852615877775 -25.669178236660315)))",856.4955
4104501,01.04.001.2.0151,"MULTIPOLYGON(((-53.79535578071302 -25.66430316547494,-53.795322750656936 -25.66419444235011,-53.79528972067013 -25.664085719211375,-53.79504403039826 -25.66414702489776,-53.79490966840786 -25.66418055127841,-53.79477530633067 -25.664214077541356,-53.79464094416648 -25.664247603686437,-53.79450658191549 -25.664281129713736,-53.79437221957751 -25.664314655623244,-53.79423785715273 -25.66434818141505,-53.79410349464095 -25.664381707088985,-53.793969132042385 -25.664415232645126,-53.79383476935681 -25.664448758083484,-53.793700406584456 -25.66448228340414,-53.79356604372511 -25.664515808606915,-53.79343168077896 -25.664549333691895,-53.79353076652244 -25.664875504701573,-53.793665129788565 -25.664841979498355,-53.7937994929679 -25.664808454177347,-53.79393385606023 -25.66477492873846,-53.794068219065764 -25.66474140318187,-53.79420258198431 -25.66470787750748,-53.79433694481605 -25.66467435171531,-53.794471307560805 -25.664640825805265,-53.79460567021874 -25.664607299777515,-53.794740032789704 -25.66457377363197,-53.79487439527386 -25.664540247368556,-53.79500875767101 -25.664506720987447,-53.79514311998136 -25.66447319448855,-53.79538881083829 -25.664411888585935,-53.79535578071302 -25.66430316547494)))",7260.0000
4104501,01.04.002.4.0123,"MULTIPOLYGON(((-53.81025179265756 -25.680306806166744,-53.81048267567831 -25.680301821876075,-53.81039706189265 -25.679981025529084,-53.81034863456894 -25.679799566559197,-53.81032063154391 -25.679694637879294,-53.8103027996948 -25.679627820965262,-53.81027605196521 -25.67952759558594,-53.81024929910982 -25.67942735079188,-53.81022209445663 -25.679325412866785,-53.80985582783787 -25.679416837880066,-53.809880647457156 -25.679498485796703,-53.80994422665802 -25.679707638635296,-53.80999405473923 -25.679871554580192,-53.81005087670593 -25.680058477147757,-53.81012718345234 -25.680309496071864,-53.81025179265756 -25.680306806166744)))",3901.7874
4104501,01.06.004.1.075A,"MULTIPOLYGON(((-53.813455896350696 -25.654924210149822,-53.813388806676855 -25.65470346913589,-53.81335576419243 -25.65459475112136,-53.81332272177723 -25.654486033092883,-53.81328903537025 -25.65437519591683,-53.813256637154936 -25.65426859699398,-53.81322261689951 -25.654156660868523,-53.81294817067146 -25.654225181891377,-53.81298219070282 -25.65433711809987,-53.81301523276172 -25.654445836236892,-53.81304827488985 -25.65455455435996,-53.81308131708741 -25.654663272469175,-53.8131143593543 -25.65477199056436,-53.81318144858615 -25.654992731741945,-53.81333114741183 -25.654955356388946,-53.813455896350696 -25.654924210149822)))",2523.9500
4104501,01.03.004.0.0046,"MULTIPOLYGON(((-53.81198262097567 -25.6683154826148,-53.81192974699353 -25.668141533892197,-53.81187687318896 -25.6679675851338,-53.81182399956199 -25.667793636339784,-53.81177112611258 -25.667619687510054,-53.81171825284086 -25.66744573864453,-53.81166537974662 -25.667271789743378,-53.81142545255424 -25.667331685378663,-53.81118552508439 -25.667391580638537,-53.81099358290881 -25.667439496576044,-53.81075365493956 -25.667499391159943,-53.81051372669296 -25.667559285368327,-53.810566598325025 -25.66773323481099,-53.81061947013456 -25.667907184218038,-53.81067234212176 -25.668081133589208,-53.81070670900863 -25.668194200661397,-53.810725214286535 -25.668255082924855,-53.81077808662888 -25.668429032224797,-53.81083095914879 -25.668602981488938,-53.811070889223174 -25.668543086603663,-53.811190854156436 -25.668513139020163,-53.811310819020214 -25.668483191342776,-53.811502762657994 -25.66843527486383,-53.81198262097567 -25.6683154826148)))",14400.0000
4104501,01.01.001.0.0019,"MULTIPOLYGON(((-53.808418512978534 -25.66646110464787,-53.80841737948907 -25.666450046088872,-53.80841727582613 -25.666449489618966,-53.80841538920363 -25.66643936209699,-53.80841262360267 -25.666429118574808,-53.808402592695785 -25.666397001077378,-53.808348371684836 -25.666223392961395,-53.80829415085481 -25.666049784808443,-53.808239930205744 -25.665876176618518,-53.80819926483775 -25.665745970451805,-53.80813148945053 -25.665528960127748,-53.80782498851298 -25.665607581084622,-53.80765258153199 -25.665651805103852,-53.80761426884966 -25.665661632637473,-53.80716409429026 -25.66577710544051,-53.80721831335943 -25.66595071416731,-53.80724542296193 -25.6660375185168,-53.80727253260965 -25.666124322857044,-53.807326752040794 -25.666297931509824,-53.80738097165287 -25.666471540125627,-53.8074351914459 -25.666645148704553,-53.807489411419844 -25.66681875724634,-53.807977902351595 -25.66669345550741,-53.808300688851126 -25.66661065723102,-53.80831176459497 -25.66660742316684,-53.80832284792303 -25.66660335984156,-53.808333834199644 -25.666598438905893,-53.80834460984982 -25.666592645708718,-53.808355054993335 -25.666585981469048,-53.80836504676366 -25.666578464958413,-53.80837446318291 -25.666570133497167,-53.80838318738703 -25.666561043105133,-53.8083911119355 -25.666551267703987,-53.80839814290207 -25.666540897347804,-53.808404203440155 -25.666530035552857,-53.808409236546524 -25.66651879588496,-53.80841320682067 -25.666507298036205,-53.808416101105536 -25.66649566367428,-53.8084179280058 -25.666484012358065,-53.80841871637863 -25.666472457792736,-53.808418512978534 -25.66646110464787)))",12062.7666
4104501,01.04.001.1.067A,"MULTIPOLYGON(((-53.80443266548539 -25.662159334280346,-53.80440094943455 -25.66205496270175,-53.80435370876909 -25.66189950211305,-53.804104710492275 -25.662073238464888,-53.803856380560006 -25.662246507603324,-53.80387238546086 -25.662299177492606,-53.804152148774286 -25.662229350211852,-53.804152183491794 -25.662229341546468,-53.80443266548539 -25.662159334280346)))",1048.8096
4104501,01.04.002.12.0297,"MULTIPOLYGON(((-53.78557485539219 -25.682522104244654,-53.78676488666354 -25.68222443025602,-53.7865500312049 -25.681519162663808,-53.78536000606359 -25.6818168343845,-53.78557485539219 -25.682522104244654)))",10056.4004
