codigo_ibge_municipio,_c1,_c2,_c3
4118402,01.03.098.0285,147 - HEIHACHIRO NIEKAWA,375
4118402,01.02.200.0198,210 - ANTONIO CUSTODIO DOS SANTOS JUNIOR,482
4118402,01.02.200.0198,210 - ANTONIO CUSTODIO DOS SANTOS JUNIOR,486
4118402,01.02.228.0044,206 - VER SEBASTIAO BEM BEM DE OLIVEIRA,925
4118402,01.02.228.0052,206 - VER SEBASTIAO BEM BEM DE OLIVEIRA,949
4118402,01.05.094.0248,618 - PARTICULAR DELTAVILLE,707
4118402,01.02.448.0031,1035 - NEUCTON ALVES TORRES DA SILVEIRA,724
4118402,01.02.448.0037,1035 - NEUCTON ALVES TORRES DA SILVEIRA,728
4118402,01.03.098.0173,168 - INDUSTRIAL ALBINO FERRACINI,160
4118402,01.02.448.0290,1031 - AROLDO BORGES DOS SANTOS,745
4118402,01.02.448.0296,1031 - AROLDO BORGES DOS SANTOS,741
4118402,01.02.448.0133,1035 - NEUCTON ALVES TORRES DA SILVEIRA,818
4118402,01.02.448.0127,1035 - NEUCTON ALVES TORRES DA SILVEIRA,812
4118402,01.02.452.0104,1033 - MIGUEL LEMOS DA SILVA,815
4118402,01.02.451.0350,1033 - MIGUEL LEMOS DA SILVA,SN
4118402,01.03.098.0038,146 - ANTONIO JOSE DA SILVA,660
4118402,01.03.098.0028,146 - ANTONIO JOSE DA SILVA,646
4118402,01.03.098.0062,146 - ANTONIO JOSE DA SILVA,674
4118402,01.01.043.0060,86 - INDUSTRIAL ANTONIO FACHIN,1970
4118402,01.03.098.0372,167 - DR JOSE DE MATTOS FILHO,175
4118402,01.02.450.0065,1032 - PIONEIRO APARECIDO BARARESCO,752
4118402,01.02.450.0071,1032 - PIONEIRO APARECIDO BARARESCO,756
4118402,01.02.450.0107,1032 - PIONEIRO APARECIDO BARARESCO,792
4118402,01.02.450.0101,1032 - PIONEIRO APARECIDO BARARESCO,786
4118402,01.03.098.0384,167 - DR JOSE DE MATTOS FILHO,165
4118402,01.03.098.0297,147 - HEIHACHIRO NIEKAWA,S/N
4118402,01.03.098.0360,167 - DR JOSE DE MATTOS FILHO,205
4118402,01.02.450.0287,1035 - NEUCTON ALVES TORRES DA SILVEIRA,733
4118402,01.02.450.0281,1035 - NEUCTON ALVES TORRES DA SILVEIRA,739
4118402,01.02.450.0245,1035 - NEUCTON ALVES TORRES DA SILVEIRA,785
4118402,01.02.450.0251,1035 - NEUCTON ALVES TORRES DA SILVEIRA,779
4118402,01.02.450.0184,332 - BENEDICTO PÍCOLE,751
4118402,01.02.450.0192,332 - BENEDICTO PÍCOLE,747
4118402,01.02.450.0215,332 - BENEDICTO PÍCOLE,743
4118402,01.02.222.0407,197 - LOANDA,215
4118402,01.02.451.0030,1034 - LIGIA MARIA DOS SANTOS NOGUEIRA,708
4118402,01.02.451.0036,1034 - LIGIA MARIA DOS SANTOS NOGUEIRA,712
4118402,01.02.450.0047,1032 - PIONEIRO APARECIDO BARARESCO,732
4118402,01.02.450.0041,1032 - PIONEIRO APARECIDO BARARESCO,726
4118402,01.02.450.0323,1035 - NEUCTON ALVES TORRES DA SILVEIRA,SN
4118402,01.04.230.0357,306 - BENTO GONCALVES,154
4118402,01.06.039.0363,940 - XAXIM,2905
4118402,01.02.448.0224,1031 - AROLDO BORGES DOS SANTOS,SN
4118402,01.02.448.0176,1035 - NEUCTON ALVES TORRES DA SILVEIRA,SN
4118402,01.02.216.0139,199 - MIGUEL GOMAR,58
4118402,01.06.333.0134,941 - JUSTINIANO LEONES PEREIRA,255
4118402,01.06.333.0128,941 - JUSTINIANO LEONES PEREIRA,261
4118402,01.06.333.0110,941 - JUSTINIANO LEONES PEREIRA,285
4118402,01.06.333.0104,941 - JUSTINIANO LEONES PEREIRA,291
4118402,01.02.216.0382,198 - MARIA ANCHIETA DE MORAIS,225
4118402,01.02.219.0040,207 - LUSITANA,381
4118402,01.06.337.0236,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,161
4118402,01.06.337.0248,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,155
4118402,01.02.233.0143,401 - ANTONIO CAUNETO,144
4118402,01.06.338.0057,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,152
4118402,01.06.338.0063,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,156
4118402,01.06.337.0212,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,S/N
4118402,01.06.338.0069,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,160
4118402,01.06.338.0075,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,162
4118402,01.02.192.0135,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,01.02.192.0135,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,01.02.206.0037,213 - ROCHA POMBO,154
4118402,01.02.209.0148,202 - ROSALINO ERNESTO NOGARA,267
4118402,01.04.032.0063,19 - GENERAL ANDRADE NEVES,519
4118402,01.06.333.0026,941 - JUSTINIANO LEONES PEREIRA,369
4118402,01.06.333.0020,941 - JUSTINIANO LEONES PEREIRA,375
4118402,01.06.337.0224,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,177
4118402,01.01.060.0075,87 - SERAFIM AFONSO COSTA,2652
4118402,01.06.337.0218,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,181
4118402,01.02.204.0276,206 - VER SEBASTIAO BEM BEM DE OLIVEIRA,848
4118402,01.02.192.0315,214 - VISCONDE DE GUARAPUAVA,95
4118402,01.02.201.0312,213 - ROCHA POMBO,S/N
4118402,01.02.233.0523,201 - FREDERICO VIRMOND,113
4118402,01.02.233.0523,201 - FREDERICO VIRMOND,S/N
4118402,01.02.204.0373,199 - MIGUEL GOMAR,S/N
4118402,01.02.192.0300,214 - VISCONDE DE GUARAPUAVA,103
4118402,01.04.087.0379,35 - OSCARLINO CARVALHO DUARTE,601
4118402,01.04.087.0379,35 - OSCARLINO CARVALHO DUARTE,791
4118402,01.03.415.0158,546 - PEDRO MORETTI,1337
4118402,01.06.334.0070,941 - JUSTINIANO LEONES PEREIRA,308
4118402,01.06.334.0076,941 - JUSTINIANO LEONES PEREIRA,314
4118402,01.06.334.0098,941 - JUSTINIANO LEONES PEREIRA,338
4118402,01.06.334.0092,941 - JUSTINIANO LEONES PEREIRA,332
4118402,01.06.337.0088,941 - JUSTINIANO LEONES PEREIRA,180
4118402,01.06.337.0094,941 - JUSTINIANO LEONES PEREIRA,182
4118402,01.04.025.0037,23 - ARISTIDES LOBO,S/N
4118402,01.06.338.0211,942 - NICOLA TROCINI,197
4118402,01.06.338.0217,942 - NICOLA TROCINI,193
4118402,01.06.334.0297,107 - DR SYLVIO VIDAL COELHO LEITE RIBEIRO,S/N
4118402,01.03.415.0136,546 - PEDRO MORETTI,1317
4118402,01.06.334.0026,941 - JUSTINIANO LEONES PEREIRA,266
4118402,01.06.334.0020,941 - JUSTINIANO LEONES PEREIRA,260
4118402,01.04.177.0137,42 - EMILIO DE MENEZES,108
4118402,01.03.424.0045,161 - AMADOR AGUIAR,191
4118402,01.03.426.0085,620 - PRIMO DANBROS,690
4118402,01.03.424.0085,161 - AMADOR AGUIAR,161
4118402,01.03.098.0261,147 - HEIHACHIRO NIEKAWA,387
4118402,01.04.362.0246,952 - WALDOMIRO CARVALHO,151
4118402,01.04.362.0318,952 - WALDOMIRO CARVALHO,71
4118402,01.06.337.0352,944 - CLEMENTE JOSE PESTANA,402
4118402,01.06.337.0346,944 - CLEMENTE JOSE PESTANA,400
4118402,01.01.043.0105,86 - INDUSTRIAL ANTONIO FACHIN,2010
4118402,01.01.043.0134,112 - PIAUI,1180
4118402,01.04.363.0124,952 - WALDOMIRO CARVALHO,132
4118402,01.04.371.0138,952 - WALDOMIRO CARVALHO,564
4118402,01.04.378.0111,952 - WALDOMIRO CARVALHO,966
4118402,01.04.374.0048,952 - WALDOMIRO CARVALHO,680
4118402,01.04.380.0030,955 - JOAQUIM TONETTI,880
4118402,01.03.425.0222,621 - IZIDORIO FERREIRA DA SILVA,821
4118402,01.04.373.0358,952 - WALDOMIRO CARVALHO,689
4118402,01.04.375.0304,955 - JOAQUIM TONETTI,SN
4118402,01.04.368.0084,953 - MARIO MIOLA,290
4118402,01.04.368.0066,953 - MARIO MIOLA,270
4118402,01.03.427.0024,621 - IZIDORIO FERREIRA DA SILVA,892
4118402,01.04.222.0495,40 - ROOSEVELT,745
4118402,01.04.368.0147,953 - MARIO MIOLA,360
4118402,01.04.367.0120,952 - WALDOMIRO CARVALHO,328
4118402,01.04.374.0174,952 - WALDOMIRO CARVALHO,820
4118402,01.04.374.0021,952 - WALDOMIRO CARVALHO,650
4118402,01.04.378.0048,952 - WALDOMIRO CARVALHO,896
4118402,01.04.367.0367,953 - MARIO MIOLA,249
4118402,01.04.375.0284,955 - JOAQUIM TONETTI,SN
4118402,01.04.376.0048,955 - JOAQUIM TONETTI,684
4118402,01.04.375.0048,953 - MARIO MIOLA,682
4118402,01.04.380.0174,955 - JOAQUIM TONETTI,1050
4118402,01.04.367.0093,952 - WALDOMIRO CARVALHO,298
4118402,01.04.367.0250,953 - MARIO MIOLA,379
4118402,01.04.371.0304,953 - MARIO MIOLA,535
4118402,01.04.366.0277,952 - WALDOMIRO CARVALHO,347
4118402,01.04.367.0268,953 - MARIO MIOLA,359
4118402,01.04.365.0109,954 - LENI SILVESTRE DE MATOS,118
4118402,01.04.379.0358,955 - JOAQUIM TONETTI,909
4118402,01.04.375.0021,953 - MARIO MIOLA,652
4118402,01.04.377.0165,951 - JULIA PIRES,1024
4118402,01.03.425.0272,621 - IZIDORIO FERREIRA DA SILVA,875
4118402,01.03.431.0262,623 - BERNARDO DA CUNHA PINHEIRO,S/N
4118402,01.04.377.0156,951 - JULIA PIRES,1014
4118402,01.04.377.0129,951 - JULIA PIRES,984
4118402,01.04.377.0111,951 - JULIA PIRES,964
4118402,01.04.379.0304,955 - JOAQUIM TONETTI,SN
4118402,01.04.377.0284,952 - WALDOMIRO CARVALHO,985
4118402,01.03.425.0212,621 - IZIDORIO FERREIRA DA SILVA,811
4118402,01.03.435.0222,625 - PAULO CASSORILO,1317
4118402,01.04.366.0075,951 - JULIA PIRES,276
4118402,01.04.366.0066,951 - JULIA PIRES,266
4118402,01.04.362.0106,951 - JULIA PIRES,110
4118402,01.04.380.0204,955 - JOAQUIM TONETTI,1062
4118402,01.04.377.0232,952 - WALDOMIRO CARVALHO,1045
4118402,01.04.370.0204,951 - JULIA PIRES,614
4118402,01.04.364.0045,953 - MARIO MIOLA,SN
4118402,01.03.431.0054,622 - FRANCISCO FRANCEZ,852
4118402,01.03.425.0242,621 - IZIDORIO FERREIRA DA SILVA,S/N
4118402,01.04.155.0253,5 - CARLOS GOMES,521
4118402,01.04.186.0060,11 - VOLUNTARIO DA PATRIA,246
4118402,01.04.108.0015,48 - PIONEIRO SIMIAO,805
4118402,01.04.108.0015,6713 - DEPUTADO HEITOR ALENCAR FURTADO,1655
4118402,01.04.381.0252,950 - MARIA DIAS DE SOUZA,SN
4118402,01.04.373.0021,951 - JULIA PIRES,648
4118402,01.04.371.0012,952 - WALDOMIRO CARVALHO,424
4118402,01.05.009.0227,82 - CONRADO FANCELLI,670
4118402,02.18.016.0052,958 - ANTONIO FERNANDES,369
4118402,01.04.264.0213,8 - TUPY,414
4118402,01.03.423.0252,620 - PRIMO DANBROS,S/N
4118402,01.04.174.0227,11 - VOLUNTARIO DA PATRIA,907
4118402,01.04.196.0230,7 - ALMIRANTE BARROSO,S/N
4118402,01.04.196.0230,7 - ALMIRANTE BARROSO,939
4118402,02.18.016.0036,958 - ANTONIO FERNANDES,385
4118402,01.04.122.0329,36 - EUCLIDES DA CUNHA,1089
4118402,01.04.122.0329,36 - EUCLIDES DA CUNHA,1089
4118402,01.01.042.0152,114 - SOUZA NAVES,1156
4118402,01.01.042.0152,114 - SOUZA NAVES,1156
4118402,01.06.132.0214,263 - SALVADOR GONCALVES PADILHA,223
4118402,01.06.133.0149,118 - LUIZ SPIGOLON,631
4118402,01.06.133.0149,118 - LUIZ SPIGOLON,623
4118402,01.06.133.0207,64 - PRES TANCREDO NEVES,S/N
4118402,01.06.133.0052,263 - SALVADOR GONCALVES PADILHA,373
4118402,01.06.133.0281,64 - PRES TANCREDO NEVES,2582
4118402,01.06.133.0281,64 - PRES TANCREDO NEVES,2582
4118402,01.05.017.0024,78 - FLORIANO PEIXOTO,660
4118402,01.03.429.0148,662 - ANTONIO SILVESTRE OLIVEIRA,S/N
4118402,01.05.010.0491,72 - CHOZO KAMITAMI,555
4118402,01.05.021.0151,71 - MARANHAO,480
4118402,01.05.017.0048,78 - FLORIANO PEIXOTO,680
4118402,01.03.427.0212,662 - ANTONIO SILVESTRE OLIVEIRA,S/N
4118402,01.03.427.0202,662 - ANTONIO SILVESTRE OLIVEIRA,SN
4118402,01.03.424.0225,620 - PRIMO DANBROS,691
4118402,01.03.428.0015,168 - INDUSTRIAL ALBINO FERRACINI,650
4118402,01.03.428.0015,168 - INDUSTRIAL ALBINO FERRACINI,650
4118402,01.03.427.0148,168 - INDUSTRIAL ALBINO FERRACINI,641
4118402,01.03.427.0159,168 - INDUSTRIAL ALBINO FERRACINI,651
4118402,01.03.429.0316,622 - FRANCISCO FRANCEZ,1220
4118402,01.04.152.0339,52 - OLAVO BILAC,379
4118402,01.03.432.0015,622 - FRANCISCO FRANCEZ,S/N
4118402,01.03.432.0015,622 - FRANCISCO FRANCEZ,S/N
4118402,01.03.432.0015,622 - FRANCISCO FRANCEZ,S/N
4118402,01.03.434.0245,624 - JOAO DOS SANTOS MAIA,713
4118402,01.04.189.0288,12 - OPERARIOS,415
4118402,01.04.124.0045,2 - BARAO DO RIO BRANCO,324
4118402,01.03.428.0150,167 - DR JOSE DE MATTOS FILHO,605
4118402,01.03.428.0143,621 - IZIDORIO FERREIRA DA SILVA,650
4118402,01.03.428.0150,167 - DR JOSE DE MATTOS FILHO,605
4118402,01.05.023.0126,71 - MARANHAO,190
4118402,01.03.430.0065,662 - ANTONIO SILVESTRE OLIVEIRA,922
4118402,01.03.430.0055,662 - ANTONIO SILVESTRE OLIVEIRA,944
4118402,01.03.430.0045,662 - ANTONIO SILVESTRE OLIVEIRA,954
4118402,01.03.430.0025,662 - ANTONIO SILVESTRE OLIVEIRA,S/N
4118402,01.03.430.0215,622 - FRANCISCO FRANCEZ,685
4118402,01.03.430.0235,622 - FRANCISCO FRANCEZ,703
4118402,01.03.430.0285,622 - FRANCISCO FRANCEZ,749
4118402,01.03.432.0235,623 - BERNARDO DA CUNHA PINHEIRO,701
4118402,01.03.434.0075,623 - BERNARDO DA CUNHA PINHEIRO,702
4118402,01.03.434.0205,624 - JOAO DOS SANTOS MAIA,S/N
4118402,01.04.130.0229,3 - VISCONDE TAUNAY,S/N
4118402,01.02.265.0109,436 - AIMORE,S/N
4118402,01.04.396.0231,983 - VITOR FERREIRA VAZ,106
4118402,01.04.392.0084,980 - CALMINDA MARIA MENEZES,101
4118402,01.04.386.0084,974 - CARLOS ALBERTO GONÇALVES PEREIRA,95
4118402,01.04.394.0066,982 - HORTENCIO RODRIGUES SANTOS,123
4118402,01.04.384.0207,970 - OSMAR PEREIRA RANGEL,32
4118402,01.04.396.0177,983 - VITOR FERREIRA VAZ,46
4118402,01.04.396.0267,983 - VITOR FERREIRA VAZ,146
4118402,01.04.386.0216,973 - PEDRO JORGE,1230
4118402,01.04.392.0102,980 - CALMINDA MARIA MENEZES,81
4118402,02.18.016.0012,958 - ANTONIO FERNANDES,SN
4118402,01.04.387.0261,974 - CARLOS ALBERTO GONÇALVES PEREIRA,96
4118402,01.04.263.0039,471 - TRAVESSA (DA SAUDADE),60
4118402,01.04.067.0215,16 - PROF GERALDO LONGO,887
4118402,01.04.013.0272,24 - DR VICENTE MACHADO,423
4118402,01.04.013.0272,24 - DR VICENTE MACHADO,SN
4118402,01.03.438.0265,194 - PIONEIRO TONHAO,1161
4118402,01.04.044.0289,46 - DO DIVINO,S/N
4118402,01.04.025.0030,23 - ARISTIDES LOBO,368
4118402,01.04.230.0334,38 - CEL CAMISAO,S/N
4118402,01.04.131.0045,2 - BARAO DO RIO BRANCO,1328
4118402,01.04.131.0038,2 - BARAO DO RIO BRANCO,1324
4118402,01.04.392.0048,980 - CALMINDA MARIA MENEZES,141
4118402,01.04.404.0087,1024 - MANOEL PEDRO DA SILVA,80
4118402,01.04.419.0094,1023 - BENEDICTA DE ALMEIDA SILVESTRE,459
4118402,01.04.410.0084,1022 - VALDEMAR DE ARAUJO ARRUDA,41
4118402,01.04.091.0397,31 - FARROUPILHA,363
4118402,01.04.056.0169,35 - OSCARLINO CARVALHO DUARTE,570
4118402,01.04.232.0067,306 - BENTO GONCALVES,69
4118402,01.04.409.0010,807 - MANOEL ARAUJO ARRUDA,165
4118402,01.02.466.0128,1044 - PROJETADA C - COND RESD PARTHENON,SN
4118402,01.04.229.0079,39 - FORMOSA,217
4118402,01.04.229.0079,39 - FORMOSA,217
4118402,01.06.132.0026,64 - PRES TANCREDO NEVES,S/N
4118402,01.04.414.0062,1029 - YOLANDA KULL DIAS,129
4118402,01.04.418.0111,1023 - BENEDICTA DE ALMEIDA SILVESTRE,393
4118402,01.04.407.0104,1027 - ELIZA LUIZ NEVES,80
4118402,01.04.409.0214,1027 - ELIZA LUIZ NEVES,55
4118402,01.04.405.0010,807 - MANOEL ARAUJO ARRUDA,357
4118402,01.04.130.0214,3 - VISCONDE TAUNAY,S/N
4118402,01.04.206.0144,48 - PIONEIRO SIMIAO,S/N
4118402,01.04.096.0020,6713 - DEPUTADO HEITOR ALENCAR FURTADO,3165
4118402,01.04.096.0020,6713 - DEPUTADO HEITOR ALENCAR FURTADO,3175
4118402,01.02.291.0651,446 - EUCLIDES VOLPATO,S/N
4118402,01.04.099.0342,29 - DUQUE DE CAXIAS,323
4118402,01.04.099.0350,29 - DUQUE DE CAXIAS,315
4118402,01.04.236.0204,38 - CEL CAMISAO,633
4118402,01.04.331.0290,685 - JATOBA,1091
4118402,01.04.331.0230,685 - JATOBA,SN
4118402,01.04.343.0291,928 - LENNITA MARIA SCOLARI,SN
4118402,01.04.343.0321,928 - LENNITA MARIA SCOLARI,SN
4118402,01.04.354.0020,928 - LENNITA MARIA SCOLARI,SN
4118402,01.04.338.0150,923 - SILVIA DE ALMEIDA GUAZELLI,128
4118402,01.04.353.0171,928 - LENNITA MARIA SCOLARI,SN
4118402,01.04.350.0201,925 - JUVERCINDO RODRIGUES GOMES,SN
4118402,01.04.341.0120,927 - PEDRO FERREIRA DO NASCIMENTO,SN
4118402,01.04.019.0054,24 - DR VICENTE MACHADO,S/N
4118402,01.02.291.2779,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.2779,1053 - VITORIO MATARUCO,S/N
4118402,01.04.209.0230,14 - LAGUNA,S/N
4118402,01.04.148.0207,10 - ERNESTO BIAZUS,169
4118402,01.04.148.0207,10 - ERNESTO BIAZUS,167
4118402,01.04.112.0234,472 - PARTICULAR - JARDIM SAO JORGE,S/N
4118402,01.04.035.0042,59 - CAPITAO TELMO RIBEIRO,884
4118402,01.04.028.0045,23 - ARISTIDES LOBO,825
4118402,01.04.153.0038,10 - ERNESTO BIAZUS,S/N
4118402,01.04.153.0038,10 - ERNESTO BIAZUS,352
4118402,01.04.035.0373,64 - PRES TANCREDO NEVES,S/N
4118402,01.02.463.0220,1044 - PROJETADA C - COND RESD PARTHENON,SN
4118402,01.04.353.0201,928 - LENNITA MARIA SCOLARI,SN
4118402,01.04.333.0288,927 - PEDRO FERREIRA DO NASCIMENTO,207
4118402,01.04.333.0280,927 - PEDRO FERREIRA DO NASCIMENTO,211
4118402,01.04.333.0012,419 - CLARA NUNES,1013
4118402,01.04.351.0101,687 - MAGNOLIA,SN
4118402,01.04.351.0095,687 - MAGNOLIA,SN
4118402,01.04.007.0051,26 - TOME DE SOUZA,S/N
4118402,01.03.446.0303,662 - ANTONIO SILVESTRE OLIVEIRA,S/N
4118402,01.02.463.0257,1044 - PROJETADA C - COND RESD PARTHENON,SN
4118402,01.03.446.0243,662 - ANTONIO SILVESTRE OLIVEIRA,749
4118402,01.03.454.0253,626 - JOSE MARIA PINHEIRO,561
4118402,01.03.461.0194,629 - GUSTAVO MARQUES DE OLIVEIRA,423
4118402,01.03.466.0303,632 - JUAREZ DE OLIVEIRA,S/N
4118402,01.03.466.0273,632 - JUAREZ DE OLIVEIRA,S/N
4118402,01.03.468.0024,632 - JUAREZ DE OLIVEIRA,608
4118402,01.01.043.0151,112 - PIAUI,382
4118402,01.01.043.0151,112 - PIAUI,382
4118402,01.01.043.0151,112 - PIAUI,382
4118402,01.01.042.0325,87 - SERAFIM AFONSO COSTA,2105
4118402,01.02.291.0531,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.0531,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.462.0065,1043 - PROJETADA B - COND RESD PARTHENON,SN
4118402,01.02.291.0295,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.0354,446 - EUCLIDES VOLPATO,S/N
4118402,01.04.322.0231,914 - GINEZ ROMERA,574
4118402,01.04.322.0221,914 - GINEZ ROMERA,564
4118402,01.04.322.0095,912 - PAULO FERREIRA TAVARES,533
4118402,01.04.321.0085,906 - CABO LIDAIR BUZIGNANI,541
4118402,01.04.322.0075,912 - PAULO FERREIRA TAVARES,553
4118402,04.01.048.0315,517 - GUAIRA,S/N
4118402,01.04.099.0172,28 - MONTEIRO LOBATO,236
4118402,01.04.099.0142,6713 - DEPUTADO HEITOR ALENCAR FURTADO,2915
4118402,01.04.099.0157,28 - MONTEIRO LOBATO,208
4118402,04.01.047.0215,504 - MANOEL BENTO GONCALVES,1796
4118402,01.04.322.0055,912 - PAULO FERREIRA TAVARES,573
4118402,01.04.321.0231,912 - PAULO FERREIRA TAVARES,572
4118402,01.04.321.0221,912 - PAULO FERREIRA TAVARES,562
4118402,01.04.321.0181,912 - PAULO FERREIRA TAVARES,522
4118402,01.04.314.0100,906 - CABO LIDAIR BUZIGNANI,260
4118402,01.04.128.0030,2 - BARAO DO RIO BRANCO,902
4118402,04.01.022.0120,506 - OSVALDO CRUZ,1394
4118402,04.01.059.0045,5437 - SANTOS DUMONT,S/N
4118402,04.01.049.0200,518 - GUAIRACA,S/N
4118402,01.04.311.0050,913 - SOLDADO EURICO MARTINS DOS SANTOS,113
4118402,01.04.315.0060,906 - CABO LIDAIR BUZIGNANI,350
4118402,01.03.086.0142,251 - JOAQUIM CASTELLA,70
4118402,01.05.038.0144,77 - ARTUR BERNARDES,255
4118402,01.05.038.0158,77 - ARTUR BERNARDES,245
4118402,01.03.062.0105,142 - OZIRES RAMIRO DE ASSIS,348
4118402,01.03.034.0259,139 - JOAO BATISTA MACHADO,925
4118402,01.05.038.0087,67 - ANTONIO JOSE DE MEIRA,52
4118402,01.05.039.0101,67 - ANTONIO JOSE DE MEIRA,S/N
4118402,01.05.039.0028,77 - ARTUR BERNARDES,236
4118402,01.05.039.0143,67 - ANTONIO JOSE DE MEIRA,212
4118402,01.05.009.0407,74 - JOAO KOMOCHENA,648
4118402,01.05.009.0395,74 - JOAO KOMOCHENA,618
4118402,01.05.039.0288,65 - HERCULANO RUBIM TOLEDO,117
4118402,01.05.009.0084,73 - DR SILVIO MEIRA E SA BEZERRA,547
4118402,01.05.038.0193,65 - HERCULANO RUBIM TOLEDO,57
4118402,01.05.038.0215,65 - HERCULANO RUBIM TOLEDO,45
4118402,01.05.038.0200,65 - HERCULANO RUBIM TOLEDO,51
4118402,01.02.076.0249,247 - PERCY GUIMARAES CLEVÉ,1585
4118402,01.02.076.0234,226 - JOAQUIM DA SILVA PINTO,1979
4118402,01.04.269.0161,54 - VISTA ALEGRE,675
4118402,01.04.269.0161,54 - VISTA ALEGRE,675
4118402,02.01.001.0267,488 - JOAO CLIMACO PEREIRA,1325
4118402,01.04.269.0148,54 - VISTA ALEGRE,685
4118402,01.04.273.0097,555 - PIONEIRO DAVI ROQUE,155
4118402,01.04.272.0122,419 - CLARA NUNES,597
4118402,01.04.272.0035,555 - PIONEIRO DAVI ROQUE,235
4118402,01.05.002.0185,75 - DISTRITO FEDERAL,1540
4118402,01.05.002.0173,75 - DISTRITO FEDERAL,S/N
4118402,01.04.270.0023,554 - PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,241
4118402,01.04.270.0157,555 - PIONEIRO DAVI ROQUE,252
4118402,01.04.270.0146,555 - PIONEIRO DAVI ROQUE,242
4118402,01.06.328.0254,903 - JOSE ANTONIO GAL FERNANDES,S/N
4118402,01.06.328.0039,267 - JOSE ALVES DE SOUZA,S/N
4118402,01.06.328.0242,903 - JOSE ANTONIO GAL FERNANDES,S/N
4118402,01.06.328.0051,267 - JOSE ALVES DE SOUZA,S/N
4118402,01.05.002.0113,75 - DISTRITO FEDERAL,1308
4118402,01.06.059.0214,64 - PRES TANCREDO NEVES,2640
4118402,01.05.114.0769,64 - PRES TANCREDO NEVES,1484
4118402,01.03.096.0540,938 - ADÃO FERREIRA DE ALMEIDA,SN
4118402,01.05.034.0886,79 - LAZARO FIGUEIREDO VIEIRA,394
4118402,01.03.114.0168,60 - OLINDINA DA SILVA,S/N
4118402,01.03.270.0357,194 - PIONEIRO TONHAO,S/N
4118402,01.03.262.0100,187 - NELSON ERNESTO BUCHNER,S/N
4118402,01.03.118.0105,147 - HEIHACHIRO NIEKAWA,1916
4118402,01.03.118.0115,147 - HEIHACHIRO NIEKAWA,1917
4118402,01.03.118.0134,147 - HEIHACHIRO NIEKAWA,1918
4118402,01.03.056.0067,141 - PROF NEUZA CASCAO BORBA,S/N
4118402,01.03.056.0022,118 - LUIZ SPIGOLON,2227
4118402,01.03.061.0207,173 - TROPHINO ALVES BUDAL,55
4118402,01.03.061.0163,142 - OZIRES RAMIRO DE ASSIS,277
4118402,01.03.063.0424,174 - PAULO ANTONIO DA COSTA,51
4118402,01.03.035.0134,117 - GUAPORE,S/N
4118402,01.03.035.0088,138 - SEBASTIAO CANDIDO DE FREITAS,S/N
4118402,01.03.045.0020,139 - JOAO BATISTA MACHADO,962
4118402,01.03.120.0374,251 - JOAQUIM CASTELLA,075
4118402,01.02.253.2995,340 - JOAO BERGAMINI,S/N
4118402,02.08.004.0017,541 - CATANDUVA,1120
4118402,02.08.004.0017,541 - CATANDUVA,1114
4118402,01.03.308.1561,353 - ANTONIO FREDERICO OZANAN,S/N
4118402,02.09.015.0092,639 - JOSE GRACINDO OLIVEIRA,501
4118402,02.09.001.0140,641 - GERALDA MOREIRA PEREIRA,835
4118402,02.08.009.0060,610 - MALVINA VICENTE DANELUTE,629
4118402,02.08.001.0041,737 - IRENE POMIN MOREIRA,S/N
4118402,02.08.001.0017,539 - SINVAL COLUMBARE,1126
4118402,02.08.001.0017,539 - SINVAL COLUMBARE,1116
4118402,02.09.015.0082,639 - JOSE GRACINDO OLIVEIRA,511
4118402,02.09.001.0065,641 - GERALDA MOREIRA PEREIRA,S/N
4118402,01.03.136.0033,148 - FRANCISCO ALVES DO NASCIMENTO,784
4118402,02.08.009.0034,610 - MALVINA VICENTE DANELUTE,659
4118402,01.02.189.0030,216 - PARAGUACU,S/N
4118402,02.09.001.0055,641 - GERALDA MOREIRA PEREIRA,S/N
4118402,02.09.012.0012,641 - GERALDA MOREIRA PEREIRA,572
4118402,01.02.203.0267,207 - LUSITANA,290
4118402,01.02.174.0151,220 - GUERINO POMIN,820
4118402,01.03.164.0052,153 - AUGUSTO FABRETTI,890
4118402,01.02.234.0357,198 - MARIA ANCHIETA DE MORAIS,591
4118402,01.02.223.0343,197 - LOANDA,97
4118402,01.03.035.0142,117 - GUAPORE,2306
