,id_quadra_logradouro,id_quadra,cd_logradouro,nm_logradouro
32804,01.04.274_PAULO ROBERTO DE ARAUJO ROCHA,01.04.274,690,PAULO ROBERTO DE ARAUJO ROCHA
5249,01.04.275_MANGUEIRA,01.04.275,682,MANGUEIRA
8758,01.04.275_PAULO ROBERTO DE ARAUJO ROCHA,01.04.275,690,PAULO ROBERTO DE ARAUJO ROCHA
5243,01.04.275_VISTA ALEGRE,01.04.275,54,VISTA ALEGRE
5384,01.04.276_GREVILEA,01.04.276,683,GREVILEA
7139,01.04.276_MANGUEIRA,01.04.276,682,MANGUEIRA
32891,01.04.276_PAULO ROBERTO DE ARAUJO ROCHA,01.04.276,690,PAULO ROBERTO DE ARAUJO ROCHA
16864,01.04.277_ANDRE GEREZ RUBIO,01.04.277,689,ANDRE GEREZ RUBIO
5388,01.04.277_GREVILEA,01.04.277,683,GREVILEA
7111,01.04.277_PAINEIRA,01.04.277,684,PAINEIRA
7147,01.04.277_PAULO ROBERTO DE ARAUJO ROCHA,01.04.277,690,PAULO ROBERTO DE ARAUJO ROCHA
5383,01.04.278_JATOBA,01.04.278,685,JATOBA
5386,01.04.278_PAINEIRA,01.04.278,684,PAINEIRA
32892,01.04.279_ANDRE GEREZ RUBIO,01.04.279,689,ANDRE GEREZ RUBIO
7103,01.04.279_JATOBA,01.04.279,685,JATOBA
32887,01.04.279_PAULO ROBERTO DE ARAUJO ROCHA,01.04.279,690,PAULO ROBERTO DE ARAUJO ROCHA
5414,01.04.279_TAMARINDO,01.04.279,686,TAMARINDO
7155,01.04.280_ANDRE GEREZ RUBIO,01.04.280,689,ANDRE GEREZ RUBIO
5433,01.04.280_MAGNOLIA,01.04.280,687,MAGNOLIA
32884,01.04.280_PAULO ROBERTO DE ARAUJO ROCHA,01.04.280,690,PAULO ROBERTO DE ARAUJO ROCHA
5387,01.04.280_TAMARINDO,01.04.280,686,TAMARINDO
5385,01.04.281_AMERICO MANSO,01.04.281,688,AMERICO MANSO
7153,01.04.281_ANDRE GEREZ RUBIO,01.04.281,689,ANDRE GEREZ RUBIO
5377,01.04.281_MAGNOLIA,01.04.281,687,MAGNOLIA
7151,01.04.281_PAULO ROBERTO DE ARAUJO ROCHA,01.04.281,690,PAULO ROBERTO DE ARAUJO ROCHA
5439,01.04.282_AMERICO MANSO,01.04.282,688,AMERICO MANSO
32813,01.04.282_PAULO ROBERTO DE ARAUJO ROCHA,01.04.282,690,PAULO ROBERTO DE ARAUJO ROCHA
5896,01.04.283_JAQUEIRA,01.04.283,691,JAQUEIRA
5889,01.04.283_MANGUEIRA,01.04.283,682,MANGUEIRA
5850,01.04.283_PAULO ROBERTO DE ARAUJO ROCHA,01.04.283,690,PAULO ROBERTO DE ARAUJO ROCHA
5894,01.04.283_VISTA ALEGRE,01.04.283,54,VISTA ALEGRE
5888,01.04.284_GREVILEA,01.04.284,683,GREVILEA
16910,01.04.284_MANGUEIRA,01.04.284,682,MANGUEIRA
11770,01.04.284_PAULO ROBERTO DE ARAUJO ROCHA,01.04.284,690,PAULO ROBERTO DE ARAUJO ROCHA
7076,01.04.285_GREVILEA,01.04.285,683,GREVILEA
5890,01.04.285_PAINEIRA,01.04.285,684,PAINEIRA
16906,01.04.285_PAULO ROBERTO DE ARAUJO ROCHA,01.04.285,690,PAULO ROBERTO DE ARAUJO ROCHA
5870,01.04.286_JATOBA,01.04.286,685,JATOBA
6595,01.04.286_PAINEIRA,01.04.286,684,PAINEIRA
31608,01.04.286_PAULO ROBERTO DE ARAUJO ROCHA,01.04.286,690,PAULO ROBERTO DE ARAUJO ROCHA
5899,01.04.287_JATOBA,01.04.287,685,JATOBA
5848,01.04.287_PAULO ROBERTO DE ARAUJO ROCHA,01.04.287,690,PAULO ROBERTO DE ARAUJO ROCHA
7185,01.04.287_TAMARINDO,01.04.287,686,TAMARINDO
5867,01.04.288_MAGNOLIA,01.04.288,687,MAGNOLIA
20943,01.04.288_PAULO ROBERTO DE ARAUJO ROCHA,01.04.288,690,PAULO ROBERTO DE ARAUJO ROCHA
6596,01.04.288_TAMARINDO,01.04.288,686,TAMARINDO
7117,01.04.289_JAQUEIRA,01.04.289,691,JAQUEIRA
6601,01.04.289_MANGUEIRA,01.04.289,682,MANGUEIRA
11801,01.04.289_TAMBOARA,01.04.289,55,TAMBOARA
20957,01.04.289_VISTA ALEGRE,01.04.289,54,VISTA ALEGRE
7198,01.04.290_GREVILEA,01.04.290,683,GREVILEA
7388,01.04.290_JAQUEIRA,01.04.290,691,JAQUEIRA
7215,01.04.290_TAMBOARA,01.04.290,55,TAMBOARA
7391,01.04.291_GREVILEA,01.04.291,683,GREVILEA
7390,01.04.291_JAQUEIRA,01.04.291,691,JAQUEIRA
7393,01.04.291_PAINEIRA,01.04.291,684,PAINEIRA
7402,01.04.291_TAMBOARA,01.04.291,55,TAMBOARA
32834,01.04.292_MAGNOLIA,01.04.292,687,MAGNOLIA
5847,01.04.292_PAULO ROBERTO DE ARAUJO ROCHA,01.04.292,690,PAULO ROBERTO DE ARAUJO ROCHA
672,01.04.293_EUCLIDES DA CUNHA,01.04.293,36,EUCLIDES DA CUNHA
26687,01.04.293_JATOBA,01.04.293,685,JATOBA
862,01.04.293_TAMARINDO,01.04.293,686,TAMARINDO
11827,01.04.294_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.294,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
13466,01.04.294_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.294,553,PIONEIRO SEBASTIAO ALVES DA SILVA
11820,01.04.295_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.295,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
13460,01.04.295_PIONEIRO DAVI ROQUE,01.04.295,555,PIONEIRO DAVI ROQUE
13471,01.04.296_CARMEM MIRANDA,01.04.296,412,CARMEM MIRANDA
11824,01.04.296_PIONEIRO DAVI ROQUE,01.04.296,555,PIONEIRO DAVI ROQUE
10511,01.04.297_ELIS REGINA,01.04.297,418,ELIS REGINA
13408,01.04.297_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.297,553,PIONEIRO SEBASTIAO ALVES DA SILVA
39186,01.04.298_ELIS REGINA,01.04.298,418,ELIS REGINA
13407,01.04.299_ELIS REGINA,01.04.299,418,ELIS REGINA
36188,01.04.300_CARMEM MIRANDA,01.04.300,412,CARMEM MIRANDA
11807,01.04.300_ELIS REGINA,01.04.300,418,ELIS REGINA
11806,01.04.300_PIONEIRO DAVI ROQUE,01.04.300,555,PIONEIRO DAVI ROQUE
16999,01.04.301_ELIS REGINA,01.04.301,418,ELIS REGINA
16997,01.04.301_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.301,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
13406,01.04.301_PIONEIRO DAVI ROQUE,01.04.301,555,PIONEIRO DAVI ROQUE
37505,01.04.302_ELIS REGINA,01.04.302,418,ELIS REGINA
13413,01.04.302_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.302,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
11813,01.04.302_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.302,553,PIONEIRO SEBASTIAO ALVES DA SILVA
11812,01.04.303_ELIS REGINA,01.04.303,418,ELIS REGINA
11816,01.04.303_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.303,553,PIONEIRO SEBASTIAO ALVES DA SILVA
2224,01.04.304_APARECIDO BACARIN,01.04.304,813,APARECIDO BACARIN
7086,01.04.304_PIONEIRO SIMIAO,01.04.304,48,PIONEIRO SIMIAO
24077,01.04.306_HYNON MAXIMIANO DA SILVA,01.04.306,56,HYNON MAXIMIANO DA SILVA
62,01.04.306_PREFEITO JOAO ALEXANDRE,01.04.306,1116,PREFEITO JOAO ALEXANDRE
26997,01.04.307_PREFEITO JOAO ALEXANDRE,01.04.307,1116,PREFEITO JOAO ALEXANDRE
4298,01.04.309_CABO LIDAIR BUZIGNANI,01.04.309,906,CABO LIDAIR BUZIGNANI
6174,01.04.310_CABO LIDAIR BUZIGNANI,01.04.310,906,CABO LIDAIR BUZIGNANI
6131,01.04.310_MANOEL FIGUEIREDO CARDOSO,01.04.310,907,MANOEL FIGUEIREDO CARDOSO
43733,01.04.310_PREFEITO JOAO ALEXANDRE,01.04.310,1116,PREFEITO JOAO ALEXANDRE
6158,01.04.310_SOLDADO EURICO MARTINS DOS SANTOS,01.04.310,913,SOLDADO EURICO MARTINS DOS SANTOS
30004,01.04.310_TAMBOARA,01.04.310,55,TAMBOARA
6166,01.04.311_GINEZ ROMERA,01.04.311,914,GINEZ ROMERA
6129,01.04.311_MANOEL FIGUEIREDO CARDOSO,01.04.311,907,MANOEL FIGUEIREDO CARDOSO
31827,01.04.311_PREFEITO JOAO ALEXANDRE,01.04.311,1116,PREFEITO JOAO ALEXANDRE
6173,01.04.311_SOLDADO EURICO MARTINS DOS SANTOS,01.04.311,913,SOLDADO EURICO MARTINS DOS SANTOS
6132,01.04.312_ARTUR TREICHER,01.04.312,908,ARTUR TREICHER
738,01.04.312_GINEZ ROMERA,01.04.312,914,GINEZ ROMERA
6135,01.04.312_MANOEL FIGUEIREDO CARDOSO,01.04.312,907,MANOEL FIGUEIREDO CARDOSO
4349,01.04.312_SOLDADO EURICO MARTINS DOS SANTOS,01.04.312,913,SOLDADO EURICO MARTINS DOS SANTOS
6216,01.04.313_ARTUR TREICHER,01.04.313,908,ARTUR TREICHER
4433,01.04.313_CABO LIDAIR BUZIGNANI,01.04.313,906,CABO LIDAIR BUZIGNANI
20879,01.04.313_MANOEL FIGUEIREDO CARDOSO,01.04.313,907,MANOEL FIGUEIREDO CARDOSO
4480,01.04.313_SOLDADO EURICO MARTINS DOS SANTOS,01.04.313,913,SOLDADO EURICO MARTINS DOS SANTOS
4511,01.04.314_CABO LIDAIR BUZIGNANI,01.04.314,906,CABO LIDAIR BUZIGNANI
6153,01.04.315_CABO LIDAIR BUZIGNANI,01.04.315,906,CABO LIDAIR BUZIGNANI
31928,01.04.316_CABO LIDAIR BUZIGNANI,01.04.316,906,CABO LIDAIR BUZIGNANI
4610,01.04.317_GINEZ ROMERA,01.04.317,914,GINEZ ROMERA
4581,01.04.317_PAULO FERREIRA TAVARES,01.04.317,912,PAULO FERREIRA TAVARES
4593,01.04.317_VALDOMIRO RECH,01.04.317,910,VALDOMIRO RECH
6212,01.04.317_WALMOR OTO WESSLER,01.04.317,909,WALMOR OTO WESSLER
4722,01.04.318_CABO LIDAIR BUZIGNANI,01.04.318,906,CABO LIDAIR BUZIGNANI
6197,01.04.318_PAULO FERREIRA TAVARES,01.04.318,912,PAULO FERREIRA TAVARES
6133,01.04.318_VALDOMIRO RECH,01.04.318,910,VALDOMIRO RECH
18790,01.04.318_WALMOR OTO WESSLER,01.04.318,909,WALMOR OTO WESSLER
4747,01.04.319_CABO LIDAIR BUZIGNANI,01.04.319,906,CABO LIDAIR BUZIGNANI
4769,01.04.320_CABO LIDAIR BUZIGNANI,01.04.320,906,CABO LIDAIR BUZIGNANI
4782,01.04.321_CABO LIDAIR BUZIGNANI,01.04.321,906,CABO LIDAIR BUZIGNANI
6134,01.04.321_EURICO SANCHES,01.04.321,911,EURICO SANCHES
4786,01.04.321_PAULO FERREIRA TAVARES,01.04.321,912,PAULO FERREIRA TAVARES
6213,01.04.321_VALDOMIRO RECH,01.04.321,910,VALDOMIRO RECH
6126,01.04.322_EURICO SANCHES,01.04.322,911,EURICO SANCHES
4830,01.04.322_GINEZ ROMERA,01.04.322,914,GINEZ ROMERA
6147,01.04.322_PAULO FERREIRA TAVARES,01.04.322,912,PAULO FERREIRA TAVARES
17741,01.04.322_VALDOMIRO RECH,01.04.322,910,VALDOMIRO RECH
1147,01.04.323_PR 561,01.04.323,962,PR 561
8480,01.04.324_ANDRE GEREZ RUBIO,01.04.324,689,ANDRE GEREZ RUBIO
2843,01.04.324_ARCÂNGELO BECKHAUSER,01.04.324,924,ARCÂNGELO BECKHAUSER
6227,01.04.324_MANGUEIRA,01.04.324,682,MANGUEIRA
2836,01.04.324_VISTA ALEGRE,01.04.324,54,VISTA ALEGRE
44191,01.04.325_VISTA ALEGRE,01.04.325,54,VISTA ALEGRE
17219,01.04.326_CLARA NUNES,01.04.326,419,CLARA NUNES
17878,01.04.326_EVA RIBEIRO COSTA,01.04.326,926,EVA RIBEIRO COSTA
8377,01.04.326_PEDRO FERREIRA DO NASCIMENTO,01.04.326,927,PEDRO FERREIRA DO NASCIMENTO
2851,01.04.326_VISTA ALEGRE,01.04.326,54,VISTA ALEGRE
6210,01.04.327_CLARA NUNES,01.04.327,419,CLARA NUNES
16290,01.04.327_LENNITA MARIA SCOLARI,01.04.327,928,LENNITA MARIA SCOLARI
2883,01.04.327_PEDRO FERREIRA DO NASCIMENTO,01.04.327,927,PEDRO FERREIRA DO NASCIMENTO
43812,01.04.327_VISTA ALEGRE,01.04.327,54,VISTA ALEGRE
31977,01.04.328_VISTA ALEGRE,01.04.328,54,VISTA ALEGRE
24698,01.04.329_CLARA NUNES,01.04.329,419,CLARA NUNES
2886,01.04.329_MIGUEL CARLOS DECAROLLI,01.04.329,931,MIGUEL CARLOS DECAROLLI
43794,01.04.329_VISTA ALEGRE,01.04.329,54,VISTA ALEGRE
43227,01.04.330_MANGUEIRA,01.04.330,682,MANGUEIRA
773,01.04.331_Andrelino Azanha Rocha,01.04.331,932,Andrelino Azanha Rocha
1928,01.04.331_JATOBA,01.04.331,685,JATOBA
8455,01.04.332_CLARA NUNES,01.04.332,419,CLARA NUNES
8433,01.04.332_EVA RIBEIRO COSTA,01.04.332,926,EVA RIBEIRO COSTA
6229,01.04.332_JATOBA,01.04.332,685,JATOBA
2923,01.04.332_PEDRO FERREIRA DO NASCIMENTO,01.04.332,927,PEDRO FERREIRA DO NASCIMENTO
18209,01.04.333_CLARA NUNES,01.04.333,419,CLARA NUNES
16794,01.04.333_JATOBA,01.04.333,685,JATOBA
6200,01.04.333_LENNITA MARIA SCOLARI,01.04.333,928,LENNITA MARIA SCOLARI
2988,01.04.333_PEDRO FERREIRA DO NASCIMENTO,01.04.333,927,PEDRO FERREIRA DO NASCIMENTO
16277,01.04.334_CLARA NUNES,01.04.334,419,CLARA NUNES
16275,01.04.334_JATOBA,01.04.334,685,JATOBA
8411,01.04.334_JUVENCIO FEITOSA DOS SANTOS,01.04.334,929,JUVENCIO FEITOSA DOS SANTOS
2053,01.04.334_LENNITA MARIA SCOLARI,01.04.334,928,LENNITA MARIA SCOLARI
6254,01.04.335_CLARA NUNES,01.04.335,419,CLARA NUNES
28893,01.04.336_CLARA NUNES,01.04.336,419,CLARA NUNES
5745,01.04.336_MIGUEL CARLOS DECAROLLI,01.04.336,931,MIGUEL CARLOS DECAROLLI
8307,01.04.336_THEO AGUILAR SHIGUEMOTO,01.04.336,930,THEO AGUILAR SHIGUEMOTO
50634,01.04.337_CLARA NUNES,01.04.337,419,CLARA NUNES
17881,01.04.337_ELIS REGINA,01.04.337,418,ELIS REGINA
17882,01.04.337_MIGUEL CARLOS DECAROLLI,01.04.337,931,MIGUEL CARLOS DECAROLLI
8368,01.04.338_ANDRE GEREZ RUBIO,01.04.338,689,ANDRE GEREZ RUBIO
6121,01.04.338_JATOBA,01.04.338,685,JATOBA
31671,01.04.338_MAGNOLIA,01.04.338,687,MAGNOLIA
1934,01.04.338_SILVIA DE ALMEIDA GUAZELLI,01.04.338,923,SILVIA DE ALMEIDA GUAZELLI
16276,01.04.339_JATOBA,01.04.339,685,JATOBA
3108,01.04.339_JUVERCINDO RODRIGUES GOMES,01.04.339,925,JUVERCINDO RODRIGUES GOMES
3110,01.04.339_MAGNOLIA,01.04.339,687,MAGNOLIA
3117,01.04.339_SILVIA DE ALMEIDA GUAZELLI,01.04.339,923,SILVIA DE ALMEIDA GUAZELLI
2052,01.04.340_EVA RIBEIRO COSTA,01.04.340,926,EVA RIBEIRO COSTA
8397,01.04.340_JATOBA,01.04.340,685,JATOBA
5857,01.04.340_JUVERCINDO RODRIGUES GOMES,01.04.340,925,JUVERCINDO RODRIGUES GOMES
24691,01.04.340_MAGNOLIA,01.04.340,687,MAGNOLIA
3537,01.04.341_EVA RIBEIRO COSTA,01.04.341,926,EVA RIBEIRO COSTA
6050,01.04.341_JATOBA,01.04.341,685,JATOBA
8384,01.04.341_MAGNOLIA,01.04.341,687,MAGNOLIA
55,01.04.341_PEDRO FERREIRA DO NASCIMENTO,01.04.341,927,PEDRO FERREIRA DO NASCIMENTO
3559,01.04.342_JATOBA,01.04.342,685,JATOBA
833,01.04.342_LENNITA MARIA SCOLARI,01.04.342,928,LENNITA MARIA SCOLARI
6035,01.04.342_MAGNOLIA,01.04.342,687,MAGNOLIA
3574,01.04.342_PEDRO FERREIRA DO NASCIMENTO,01.04.342,927,PEDRO FERREIRA DO NASCIMENTO
31483,01.04.343_JATOBA,01.04.343,685,JATOBA
5768,01.04.343_JUVENCIO FEITOSA DOS SANTOS,01.04.343,929,JUVENCIO FEITOSA DOS SANTOS
5769,01.04.343_LENNITA MARIA SCOLARI,01.04.343,928,LENNITA MARIA SCOLARI
22840,01.04.343_MAGNOLIA,01.04.343,687,MAGNOLIA
16282,01.04.344_ELIS REGINA,01.04.344,418,ELIS REGINA
26028,01.04.344_MIGUEL CARLOS DECAROLLI,01.04.344,931,MIGUEL CARLOS DECAROLLI
3654,01.04.344_THEO AGUILAR SHIGUEMOTO,01.04.344,930,THEO AGUILAR SHIGUEMOTO
31904,01.04.345_ELIS REGINA,01.04.345,418,ELIS REGINA
8326,01.04.345_MIGUEL CARLOS DECAROLLI,01.04.345,931,MIGUEL CARLOS DECAROLLI
3734,01.04.345_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.345,553,PIONEIRO SEBASTIAO ALVES DA SILVA
8295,01.04.347_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.347,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
3837,01.04.347_PIONEIRO DAVI ROQUE,01.04.347,555,PIONEIRO DAVI ROQUE
8481,01.04.348_CARMEM MIRANDA,01.04.348,412,CARMEM MIRANDA
8293,01.04.348_PIONEIRO DAVI ROQUE,01.04.348,555,PIONEIRO DAVI ROQUE
5884,01.04.349_ANDRE GEREZ RUBIO,01.04.349,689,ANDRE GEREZ RUBIO
16798,01.04.349_MAGNOLIA,01.04.349,687,MAGNOLIA
2050,01.04.349_SILVIA DE ALMEIDA GUAZELLI,01.04.349,923,SILVIA DE ALMEIDA GUAZELLI
3903,01.04.350_EVA RIBEIRO COSTA,01.04.350,926,EVA RIBEIRO COSTA
2048,01.04.350_JUVERCINDO RODRIGUES GOMES,01.04.350,925,JUVERCINDO RODRIGUES GOMES
8472,01.04.350_MAGNOLIA,01.04.350,687,MAGNOLIA
5885,01.04.350_SILVIA DE ALMEIDA GUAZELLI,01.04.350,923,SILVIA DE ALMEIDA GUAZELLI
723,01.04.351_EVA RIBEIRO COSTA,01.04.351,926,EVA RIBEIRO COSTA
1152,01.04.351_JUVERCINDO RODRIGUES GOMES,01.04.351,925,JUVERCINDO RODRIGUES GOMES
18210,01.04.351_MAGNOLIA,01.04.351,687,MAGNOLIA
5873,01.04.352_EVA RIBEIRO COSTA,01.04.352,926,EVA RIBEIRO COSTA
8475,01.04.352_MAGNOLIA,01.04.352,687,MAGNOLIA
2049,01.04.352_PEDRO FERREIRA DO NASCIMENTO,01.04.352,927,PEDRO FERREIRA DO NASCIMENTO
8338,01.04.353_LENNITA MARIA SCOLARI,01.04.353,928,LENNITA MARIA SCOLARI
6231,01.04.353_MAGNOLIA,01.04.353,687,MAGNOLIA
8346,01.04.353_PEDRO FERREIRA DO NASCIMENTO,01.04.353,927,PEDRO FERREIRA DO NASCIMENTO
4047,01.04.354_JUVENCIO FEITOSA DOS SANTOS,01.04.354,929,JUVENCIO FEITOSA DOS SANTOS
17785,01.04.354_LENNITA MARIA SCOLARI,01.04.354,928,LENNITA MARIA SCOLARI
4032,01.04.354_MAGNOLIA,01.04.354,687,MAGNOLIA
24701,01.04.355_JUVENCIO FEITOSA DOS SANTOS,01.04.355,929,JUVENCIO FEITOSA DOS SANTOS
43,01.04.356_MIGUEL CARLOS DECAROLLI,01.04.356,931,MIGUEL CARLOS DECAROLLI
5784,01.04.356_THEO AGUILAR SHIGUEMOTO,01.04.356,930,THEO AGUILAR SHIGUEMOTO
24694,01.04.357_MAGNOLIA,01.04.357,687,MAGNOLIA
17856,01.04.357_MIGUEL CARLOS DECAROLLI,01.04.357,931,MIGUEL CARLOS DECAROLLI
44,01.04.357_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.357,553,PIONEIRO SEBASTIAO ALVES DA SILVA
25734,01.04.358_MAGNOLIA,01.04.358,687,MAGNOLIA
8275,01.04.358_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.358,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
5728,01.04.358_PIONEIRO SEBASTIAO ALVES DA SILVA,01.04.358,553,PIONEIRO SEBASTIAO ALVES DA SILVA
51114,01.04.359_MAGNOLIA,01.04.359,687,MAGNOLIA
643,01.04.359_PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE,01.04.359,554,PIONEIRA LUCIANA MARCILIA MARTINS ANDRADE
26484,01.04.359_PIONEIRO CARLOS RODOLPHO PHILIPP,01.04.359,1115,PIONEIRO CARLOS RODOLPHO PHILIPP
640,01.04.359_PIONEIRO DAVI ROQUE,01.04.359,555,PIONEIRO DAVI ROQUE
8289,01.04.360_CARMEM MIRANDA,01.04.360,412,CARMEM MIRANDA
8288,01.04.360_PIONEIRO DAVI ROQUE,01.04.360,555,PIONEIRO DAVI ROQUE
6102,01.04.362_JULIA PIRES,01.04.362,951,JULIA PIRES
5929,01.04.362_WALDOMIRO CARVALHO,01.04.362,952,WALDOMIRO CARVALHO
5944,01.04.363_MARIO MIOLA,01.04.363,953,MARIO MIOLA
5927,01.04.363_WALDOMIRO CARVALHO,01.04.363,952,WALDOMIRO CARVALHO
5996,01.04.364_LENI SILVESTRE DE MATOS,01.04.364,954,LENI SILVESTRE DE MATOS
5952,01.04.364_MARIO MIOLA,01.04.364,953,MARIO MIOLA
5991,01.04.365_LENI SILVESTRE DE MATOS,01.04.365,954,LENI SILVESTRE DE MATOS
6099,01.04.366_JULIA PIRES,01.04.366,951,JULIA PIRES
5949,01.04.366_WALDOMIRO CARVALHO,01.04.366,952,WALDOMIRO CARVALHO
5950,01.04.367_MARIO MIOLA,01.04.367,953,MARIO MIOLA
5946,01.04.367_WALDOMIRO CARVALHO,01.04.367,952,WALDOMIRO CARVALHO
6057,01.04.368_LENI SILVESTRE DE MATOS,01.04.368,954,LENI SILVESTRE DE MATOS
5926,01.04.368_MARIO MIOLA,01.04.368,953,MARIO MIOLA
6038,01.04.369_LENI SILVESTRE DE MATOS,01.04.369,954,LENI SILVESTRE DE MATOS
6094,01.04.370_JULIA PIRES,01.04.370,951,JULIA PIRES
5957,01.04.370_WALDOMIRO CARVALHO,01.04.370,952,WALDOMIRO CARVALHO
6046,01.04.371_MARIO MIOLA,01.04.371,953,MARIO MIOLA
5936,01.04.371_WALDOMIRO CARVALHO,01.04.371,952,WALDOMIRO CARVALHO
25651,01.04.372_MARIO MIOLA,01.04.372,953,MARIO MIOLA
6083,01.04.373_JULIA PIRES,01.04.373,951,JULIA PIRES
6006,01.04.373_WALDOMIRO CARVALHO,01.04.373,952,WALDOMIRO CARVALHO
5945,01.04.374_MARIO MIOLA,01.04.374,953,MARIO MIOLA
5923,01.04.374_WALDOMIRO CARVALHO,01.04.374,952,WALDOMIRO CARVALHO
5997,01.04.375_JOAQUIM TONETTI,01.04.375,955,JOAQUIM TONETTI
5977,01.04.375_MARIO MIOLA,01.04.375,953,MARIO MIOLA
5966,01.04.376_JOAQUIM TONETTI,01.04.376,955,JOAQUIM TONETTI
6082,01.04.377_JULIA PIRES,01.04.377,951,JULIA PIRES
5938,01.04.377_WALDOMIRO CARVALHO,01.04.377,952,WALDOMIRO CARVALHO
5939,01.04.378_MARIO MIOLA,01.04.378,953,MARIO MIOLA
5983,01.04.378_WALDOMIRO CARVALHO,01.04.378,952,WALDOMIRO CARVALHO
6054,01.04.379_JOAQUIM TONETTI,01.04.379,955,JOAQUIM TONETTI
5928,01.04.379_MARIO MIOLA,01.04.379,953,MARIO MIOLA
5902,01.04.380_JOAQUIM TONETTI,01.04.380,955,JOAQUIM TONETTI
18080,01.04.381_MARIA DIAS DE SOUZA,01.04.381,950,MARIA DIAS DE SOUZA
177,01.04.382_ESTRADA RURAL,01.04.382,963,ESTRADA RURAL
184,01.04.382_PR 561,01.04.382,962,PR 561
7160,01.04.383_OSMAR PEREIRA RANGEL,01.04.383,970,OSMAR PEREIRA RANGEL
6288,01.04.383_PREFEITO JOAO ALEXANDRE,01.04.383,1116,PREFEITO JOAO ALEXANDRE
6278,01.04.384_JOANIM ERNESTO PETEREIT,01.04.384,972,JOANIM ERNESTO PETEREIT
6322,01.04.384_OSMAR PEREIRA RANGEL,01.04.384,970,OSMAR PEREIRA RANGEL
6252,01.04.385_JOANIM ERNESTO PETEREIT,01.04.385,972,JOANIM ERNESTO PETEREIT
6233,01.04.385_PEDRO JORGE,01.04.385,973,PEDRO JORGE
6286,01.04.386_CARLOS ALBERTO GONÇALVES PEREIRA,01.04.386,974,CARLOS ALBERTO GONÇALVES PEREIRA
6241,01.04.386_PEDRO JORGE,01.04.386,973,PEDRO JORGE
6232,01.04.387_ANTONIO MARIANO ALVES BARBOSA,01.04.387,975,ANTONIO MARIANO ALVES BARBOSA
6304,01.04.387_CARLOS ALBERTO GONÇALVES PEREIRA,01.04.387,974,CARLOS ALBERTO GONÇALVES PEREIRA
6282,01.04.388_ANTONIO MARIANO ALVES BARBOSA,01.04.388,975,ANTONIO MARIANO ALVES BARBOSA
6243,01.04.388_LINDOLPHO LUCIO EUZEBIO DE MORAES,01.04.388,976,LINDOLPHO LUCIO EUZEBIO DE MORAES
7297,01.04.389_LINDOLPHO LUCIO EUZEBIO DE MORAES,01.04.389,976,LINDOLPHO LUCIO EUZEBIO DE MORAES
6245,01.04.389_NOE CAMILO DE SOUZA,01.04.389,978,NOE CAMILO DE SOUZA
33044,01.04.390_OTAVIO BENETTON,01.04.390,977,OTAVIO BENETTON
6246,01.04.391_ARLINDA PEREIRA DA SILVA,01.04.391,979,ARLINDA PEREIRA DA SILVA
6327,01.04.391_NOE CAMILO DE SOUZA,01.04.391,978,NOE CAMILO DE SOUZA
6289,01.04.392_ARLINDA PEREIRA DA SILVA,01.04.392,979,ARLINDA PEREIRA DA SILVA
13223,01.04.392_CALMINDA MARIA MENEZES,01.04.392,980,CALMINDA MARIA MENEZES
6230,01.04.393_CALMINDA MARIA MENEZES,01.04.393,980,CALMINDA MARIA MENEZES
6237,01.04.393_MARIA CARDOSO SECOLO,01.04.393,981,MARIA CARDOSO SECOLO
6290,01.04.394_HORTENCIO RODRIGUES SANTOS,01.04.394,982,HORTENCIO RODRIGUES SANTOS
6269,01.04.394_MARIA CARDOSO SECOLO,01.04.394,981,MARIA CARDOSO SECOLO
6240,01.04.395_HORTENCIO RODRIGUES SANTOS,01.04.395,982,HORTENCIO RODRIGUES SANTOS
6244,01.04.395_VITOR FERREIRA VAZ,01.04.395,983,VITOR FERREIRA VAZ
6242,01.04.396_ANTONIO PEIXOTO FERNANDES,01.04.396,984,ANTONIO PEIXOTO FERNANDES
6223,01.04.396_VITOR FERREIRA VAZ,01.04.396,983,VITOR FERREIRA VAZ
