,id_quadra_logradouro,id_quadra,cd_logradouro,nm_logradouro
13570,01.04.397_ANTONIO PEIXOTO FERNANDES,01.04.397,984,ANTONIO PEIXOTO FERNANDES
1232,01.04.398_LABIB CHAB,01.04.398,971,LABIB CHAB
7898,01.04.399_LABIB CHAB,01.04.399,971,LABIB CHAB
1188,01.04.400_LABIB CHAB,01.04.400,971,LABIB CHAB
1205,01.04.401_LABIB CHAB,01.04.401,971,LABIB CHAB
5707,01.04.402_AMENDOEIRAS,01.04.402,990,AMENDOEIRAS
9690,01.04.402_ARAUCÁRIAS,01.04.402,991,ARAUCÁRIAS
5583,01.04.402_BOUNGAINVILLE,01.04.402,993,BOUNGAINVILLE
13913,01.04.402_CEDRO,01.04.402,1000,CEDRO
5619,01.04.402_COQUEIROS,01.04.402,1006,COQUEIROS
9631,01.04.402_FIGUEIRA,01.04.402,1001,FIGUEIRA
5713,01.04.402_FLAMBOYANT,01.04.402,1010,FLAMBOYANT
4726,01.04.402_IPES,01.04.402,989,IPES
5714,01.04.402_JABOTICABEIRA,01.04.402,1009,JABOTICABEIRA
9702,01.04.402_JACARANDA-COND RES BOUGAINVILLE RESIDENCE&RESORT,01.04.402,992,JACARANDA-COND RES BOUGAINVILLE RESIDENCE&RESORT
36409,01.04.402_JERIVAS,01.04.402,988,JERIVAS
5569,01.04.402_LARANJEIRAS,01.04.402,999,LARANJEIRAS
10179,01.04.402_LIMOEIROS,01.04.402,1008,LIMOEIROS
5607,01.04.402_MACIEIRA,01.04.402,1007,MACIEIRA
5591,01.04.402_PALMEIRAS,01.04.402,994,PALMEIRAS
5593,01.04.402_PAU BRASIL,01.04.402,821,PAU BRASIL
10194,01.04.402_PEROBA,01.04.402,996,PEROBA
5668,01.04.402_PESSEGUEIRAS,01.04.402,987,PESSEGUEIRAS
5620,01.04.402_TAMAREIRA,01.04.402,1005,TAMAREIRA
25649,01.04.403_VISTA ALEGRE,01.04.403,54,VISTA ALEGRE
44156,01.04.404_BENEDICTA DE ALMEIDA SILVESTRE,01.04.404,1023,BENEDICTA DE ALMEIDA SILVESTRE
18981,01.04.404_MANOEL ARAUJO ARRUDA,01.04.404,807,MANOEL ARAUJO ARRUDA
6401,01.04.404_MANOEL PEDRO DA SILVA,01.04.404,1024,MANOEL PEDRO DA SILVA
6438,01.04.405_BENEDICTA DE ALMEIDA SILVESTRE,01.04.405,1023,BENEDICTA DE ALMEIDA SILVESTRE
11473,01.04.405_LOURENCO VAZ NOGUEIRA,01.04.405,1025,LOURENCO VAZ NOGUEIRA
6412,01.04.405_MANOEL ARAUJO ARRUDA,01.04.405,807,MANOEL ARAUJO ARRUDA
11420,01.04.405_MANOEL PEDRO DA SILVA,01.04.405,1024,MANOEL PEDRO DA SILVA
6434,01.04.406_BENEDICTA DE ALMEIDA SILVESTRE,01.04.406,1023,BENEDICTA DE ALMEIDA SILVESTRE
14053,01.04.406_LARA BEATRIZ RODRIGUES DE OLIVEIRA,01.04.406,1026,LARA BEATRIZ RODRIGUES DE OLIVEIRA
32107,01.04.406_LOURENCO VAZ NOGUEIRA,01.04.406,1025,LOURENCO VAZ NOGUEIRA
32131,01.04.406_MANOEL ARAUJO ARRUDA,01.04.406,807,MANOEL ARAUJO ARRUDA
11547,01.04.407_BENEDICTA DE ALMEIDA SILVESTRE,01.04.407,1023,BENEDICTA DE ALMEIDA SILVESTRE
6384,01.04.407_ELIZA LUIZ NEVES,01.04.407,1027,ELIZA LUIZ NEVES
11421,01.04.407_LARA BEATRIZ RODRIGUES DE OLIVEIRA,01.04.407,1026,LARA BEATRIZ RODRIGUES DE OLIVEIRA
6409,01.04.407_MANOEL ARAUJO ARRUDA,01.04.407,807,MANOEL ARAUJO ARRUDA
11425,01.04.408_BENEDICTA DE ALMEIDA SILVESTRE,01.04.408,1023,BENEDICTA DE ALMEIDA SILVESTRE
6386,01.04.408_ELIZA LUIZ NEVES,01.04.408,1027,ELIZA LUIZ NEVES
6387,01.04.408_JOSE BONZANINI,01.04.408,1028,JOSE BONZANINI
6408,01.04.408_MANOEL ARAUJO ARRUDA,01.04.408,807,MANOEL ARAUJO ARRUDA
11424,01.04.409_BENEDICTA DE ALMEIDA SILVESTRE,01.04.409,1023,BENEDICTA DE ALMEIDA SILVESTRE
18174,01.04.409_ELIZA LUIZ NEVES,01.04.409,1027,ELIZA LUIZ NEVES
6418,01.04.409_MANOEL ARAUJO ARRUDA,01.04.409,807,MANOEL ARAUJO ARRUDA
6404,01.04.409_YOLANDA KULL DIAS,01.04.409,1029,YOLANDA KULL DIAS
6338,01.04.410_BENEDICTA DE ALMEIDA SILVESTRE,01.04.410,1023,BENEDICTA DE ALMEIDA SILVESTRE
14050,01.04.410_PROJETADA J - CONJ HABITACIONAL SANTA MARIA,01.04.410,1030,PROJETADA J - CONJ HABITACIONAL SANTA MARIA
6343,01.04.410_VALDEMAR DE ARAUJO ARRUDA,01.04.410,1022,VALDEMAR DE ARAUJO ARRUDA
6406,01.04.410_YOLANDA KULL DIAS,01.04.410,1029,YOLANDA KULL DIAS
6342,01.04.411_MANOEL ARAUJO ARRUDA,01.04.411,807,MANOEL ARAUJO ARRUDA
18959,01.04.411_PROJETADA J - CONJ HABITACIONAL SANTA MARIA,01.04.411,1030,PROJETADA J - CONJ HABITACIONAL SANTA MARIA
6337,01.04.411_VALDEMAR DE ARAUJO ARRUDA,01.04.411,1022,VALDEMAR DE ARAUJO ARRUDA
18982,01.04.411_YOLANDA KULL DIAS,01.04.411,1029,YOLANDA KULL DIAS
6340,01.04.412_BENEDICTA DE ALMEIDA SILVESTRE,01.04.412,1023,BENEDICTA DE ALMEIDA SILVESTRE
25667,01.04.413_BENEDICTA DE ALMEIDA SILVESTRE,01.04.413,1023,BENEDICTA DE ALMEIDA SILVESTRE
25664,01.04.413_MANOEL ARAUJO ARRUDA,01.04.413,807,MANOEL ARAUJO ARRUDA
6441,01.04.413_PROJETADA J - CONJ HABITACIONAL SANTA MARIA,01.04.413,1030,PROJETADA J - CONJ HABITACIONAL SANTA MARIA
6424,01.04.414_BENEDICTA DE ALMEIDA SILVESTRE,01.04.414,1023,BENEDICTA DE ALMEIDA SILVESTRE
11392,01.04.414_PROJETADA J - CONJ HABITACIONAL SANTA MARIA,01.04.414,1030,PROJETADA J - CONJ HABITACIONAL SANTA MARIA
6361,01.04.414_YOLANDA KULL DIAS,01.04.414,1029,YOLANDA KULL DIAS
4983,01.04.415_BENEDICTA DE ALMEIDA SILVESTRE,01.04.415,1023,BENEDICTA DE ALMEIDA SILVESTRE
6359,01.04.415_JOSE BONZANINI,01.04.415,1028,JOSE BONZANINI
6369,01.04.415_YOLANDA KULL DIAS,01.04.415,1029,YOLANDA KULL DIAS
30419,01.04.416_BENEDICTA DE ALMEIDA SILVESTRE,01.04.416,1023,BENEDICTA DE ALMEIDA SILVESTRE
6355,01.04.416_ELIZA LUIZ NEVES,01.04.416,1027,ELIZA LUIZ NEVES
6358,01.04.416_JOSE BONZANINI,01.04.416,1028,JOSE BONZANINI
18974,01.04.417_BENEDICTA DE ALMEIDA SILVESTRE,01.04.417,1023,BENEDICTA DE ALMEIDA SILVESTRE
11398,01.04.417_ELIZA LUIZ NEVES,01.04.417,1027,ELIZA LUIZ NEVES
6367,01.04.417_LARA BEATRIZ RODRIGUES DE OLIVEIRA,01.04.417,1026,LARA BEATRIZ RODRIGUES DE OLIVEIRA
6425,01.04.418_BENEDICTA DE ALMEIDA SILVESTRE,01.04.418,1023,BENEDICTA DE ALMEIDA SILVESTRE
817,01.04.418_LARA BEATRIZ RODRIGUES DE OLIVEIRA,01.04.418,1026,LARA BEATRIZ RODRIGUES DE OLIVEIRA
6360,01.04.418_LOURENCO VAZ NOGUEIRA,01.04.418,1025,LOURENCO VAZ NOGUEIRA
6381,01.04.419_BENEDICTA DE ALMEIDA SILVESTRE,01.04.419,1023,BENEDICTA DE ALMEIDA SILVESTRE
4986,01.04.419_LOURENCO VAZ NOGUEIRA,01.04.419,1025,LOURENCO VAZ NOGUEIRA
6356,01.04.419_MANOEL PEDRO DA SILVA,01.04.419,1024,MANOEL PEDRO DA SILVA
14043,01.04.420_BENEDICTA DE ALMEIDA SILVESTRE,01.04.420,1023,BENEDICTA DE ALMEIDA SILVESTRE
6368,01.04.420_MANOEL PEDRO DA SILVA,01.04.420,1024,MANOEL PEDRO DA SILVA
27105,01.04.422_PIONEIRO MANOEL GARCIA,01.04.422,1088,PIONEIRO MANOEL GARCIA
233,01.04.422_PROJETADA A - JARDIM BURITI,01.04.422,1087,PROJETADA A - JARDIM BURITI
236,01.04.422_PROJETADA F - JARDIM BURITI,01.04.422,1092,PROJETADA F - JARDIM BURITI
249,01.04.423_HAKUO ONAKA,01.04.423,1089,HAKUO ONAKA
248,01.04.423_PIONEIRO MANOEL GARCIA,01.04.423,1088,PIONEIRO MANOEL GARCIA
264,01.04.424_HAKUO ONAKA,01.04.424,1089,HAKUO ONAKA
288,01.04.424_VALERIA ROMANINI,01.04.424,1090,VALERIA ROMANINI
244,01.04.425_PIONEIRO MANOEL GARCIA,01.04.425,1088,PIONEIRO MANOEL GARCIA
243,01.04.425_PROJETADA A - JARDIM BURITI,01.04.425,1087,PROJETADA A - JARDIM BURITI
267,01.04.426_HAKUO ONAKA,01.04.426,1089,HAKUO ONAKA
265,01.04.426_PIONEIRO MANOEL GARCIA,01.04.426,1088,PIONEIRO MANOEL GARCIA
271,01.04.427_PIONEIRO JOAO ROMANINI,01.04.427,1091,PIONEIRO JOAO ROMANINI
270,01.04.427_VALERIA ROMANINI,01.04.427,1090,VALERIA ROMANINI
26154,01.04.428_CONDE FRANCISCO MATARAZZO,01.04.428,57,CONDE FRANCISCO MATARAZZO
296,01.04.428_PIONEIRO JOAO ROMANINI,01.04.428,1091,PIONEIRO JOAO ROMANINI
317,01.04.429_HAKUO ONAKA,01.04.429,1089,HAKUO ONAKA
318,01.04.429_PR 218 (TRECHO PARANAVAI - GRACIOSA),01.04.429,1101,PR 218 (TRECHO PARANAVAI - GRACIOSA)
315,01.04.429_TEREZA LAURITA BENHUKA ROAMANINI,01.04.429,1093,TEREZA LAURITA BENHUKA ROAMANINI
319,01.04.429_VALERIA ROMANINI,01.04.429,1090,VALERIA ROMANINI
302,01.04.430_HAKUO ONAKA,01.04.430,1089,HAKUO ONAKA
298,01.04.430_TEREZA LAURITA BENHUKA ROAMANINI,01.04.430,1093,TEREZA LAURITA BENHUKA ROAMANINI
26155,01.04.430_VALERIA ROMANINI,01.04.430,1090,VALERIA ROMANINI
304,01.04.431_PIONEIRO JOAO ROMANINI,01.04.431,1091,PIONEIRO JOAO ROMANINI
303,01.04.431_TEREZA LAURITA BENHUKA ROAMANINI,01.04.431,1093,TEREZA LAURITA BENHUKA ROAMANINI
306,01.04.431_VALERIA ROMANINI,01.04.431,1090,VALERIA ROMANINI
301,01.04.432_GERCOLINO ANTONIO DE AZEVEDO,01.04.432,1094,GERCOLINO ANTONIO DE AZEVEDO
300,01.04.432_PIONEIRO JOAO ROMANINI,01.04.432,1091,PIONEIRO JOAO ROMANINI
25085,01.04.433_PIONEIRO CARLOS RODOLPHO PHILIPP,01.04.433,1115,PIONEIRO CARLOS RODOLPHO PHILIPP
25848,01.04.434_CONDE FRANCISCO MATARAZZO,01.04.434,57,CONDE FRANCISCO MATARAZZO
43336,01.04.434_GENERAL ANDRADE NEVES,01.04.434,19,GENERAL ANDRADE NEVES
25851,01.04.434_VEREADOR FUED ABDALLA TAPXURE,01.04.434,58,VEREADOR FUED ABDALLA TAPXURE
51751,01.04.435_CAPITAO TELMO RIBEIRO,01.04.435,59,CAPITAO TELMO RIBEIRO
26980,01.04.436_PROJETADA A  - LOTEAMENTO TOQUIO I,01.04.436,95410,PROJETADA A  - LOTEAMENTO TOQUIO I
858,01.04.437_PROJETADA A  - LOTEAMENTO TOQUIO I,01.04.437,95410,PROJETADA A  - LOTEAMENTO TOQUIO I
1049,01.04.438_PROJETADA A  - LOTEAMENTO TOQUIO I,01.04.438,95410,PROJETADA A  - LOTEAMENTO TOQUIO I
1423,01.04.439_PROJETADA A  - LOTEAMENTO TOQUIO I,01.04.439,95410,PROJETADA A  - LOTEAMENTO TOQUIO I
50225,01.04.440_MARGINAL - LOTEAMENTO TOQUIO I,01.04.440,95421,MARGINAL - LOTEAMENTO TOQUIO I
1191,01.04.441_PROJETADA C - LOTEAMENTO TOQUIO I,01.04.441,95412,PROJETADA C - LOTEAMENTO TOQUIO I
1213,01.04.442_PROJETADA C - LOTEAMENTO TOQUIO I,01.04.442,95412,PROJETADA C - LOTEAMENTO TOQUIO I
26952,01.04.442_PROJETADA D - LOTEAMENTO TOQUIO I,01.04.442,95413,PROJETADA D - LOTEAMENTO TOQUIO I
26968,01.04.444_PROJETADA A  - LOTEAMENTO TOQUIO I,01.04.444,95410,PROJETADA A  - LOTEAMENTO TOQUIO I
26948,01.04.444_PROJETADA E - LOTEAMENTO TOQUIO I,01.04.444,95414,PROJETADA E - LOTEAMENTO TOQUIO I
1216,01.04.444_PROJETADA F - LOTEAMENTO TOQUIO I,01.04.444,95415,PROJETADA F - LOTEAMENTO TOQUIO I
1203,01.04.447_PROJETADA K - LOTEAMENTO TOQUIO I,01.04.447,95420,PROJETADA K - LOTEAMENTO TOQUIO I
26957,01.04.448_PROJETADA J - LOTEAMENTO TOQUIO I,01.04.448,95419,PROJETADA J - LOTEAMENTO TOQUIO I
26956,01.04.448_PROJETADA K - LOTEAMENTO TOQUIO I,01.04.448,95420,PROJETADA K - LOTEAMENTO TOQUIO I
1166,01.04.448_PROJETADA M - LOTEAMENTO TOQUIO I,01.04.448,95445,PROJETADA M - LOTEAMENTO TOQUIO I
36948,01.05.001_CAPITAO TELMO RIBEIRO,01.05.001,59,CAPITAO TELMO RIBEIRO
9440,01.05.001_CONRADO FANCELLI,01.05.001,82,CONRADO FANCELLI
3785,01.05.001_DISTRITO FEDERAL,01.05.001,75,DISTRITO FEDERAL
11095,01.05.001_JOAO KOMOCHENA,01.05.001,74,JOAO KOMOCHENA
9606,01.05.002_CONRADO FANCELLI,01.05.002,82,CONRADO FANCELLI
18276,01.05.002_DISTRITO FEDERAL,01.05.002,75,DISTRITO FEDERAL
9892,01.05.002_JOAO KOMOCHENA,01.05.002,74,JOAO KOMOCHENA
9583,01.05.002_LAZARO FIGUEIREDO VIEIRA,01.05.002,79,LAZARO FIGUEIREDO VIEIRA
15629,01.05.003_DISTRITO FEDERAL,01.05.003,75,DISTRITO FEDERAL
11111,01.05.003_FLORIANO PEIXOTO,01.05.003,78,FLORIANO PEIXOTO
15617,01.05.003_JOAO KOMOCHENA,01.05.003,74,JOAO KOMOCHENA
15615,01.05.003_LAZARO FIGUEIREDO VIEIRA,01.05.003,79,LAZARO FIGUEIREDO VIEIRA
7622,01.05.004_ARTUR BERNARDES,01.05.004,77,ARTUR BERNARDES
3780,01.05.004_DISTRITO FEDERAL,01.05.004,75,DISTRITO FEDERAL
3779,01.05.004_FLORIANO PEIXOTO,01.05.004,78,FLORIANO PEIXOTO
33332,01.05.004_JOAO KOMOCHENA,01.05.004,74,JOAO KOMOCHENA
34991,01.05.005_ARTUR BERNARDES,01.05.005,77,ARTUR BERNARDES
9315,01.05.005_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.005,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
15385,01.05.006_ARTUR BERNARDES,01.05.006,77,ARTUR BERNARDES
15386,01.05.006_DR SILVIO MEIRA E SA BEZERRA,01.05.006,73,DR SILVIO MEIRA E SA BEZERRA
14795,01.05.006_FLORIANO PEIXOTO,01.05.006,78,FLORIANO PEIXOTO
9439,01.05.006_JOAO KOMOCHENA,01.05.006,74,JOAO KOMOCHENA
15631,01.05.007_DR SILVIO MEIRA E SA BEZERRA,01.05.007,73,DR SILVIO MEIRA E SA BEZERRA
13859,01.05.007_FLORIANO PEIXOTO,01.05.007,78,FLORIANO PEIXOTO
13878,01.05.007_JOAO KOMOCHENA,01.05.007,74,JOAO KOMOCHENA
13861,01.05.007_LAZARO FIGUEIREDO VIEIRA,01.05.007,79,LAZARO FIGUEIREDO VIEIRA
13852,01.05.008_CONRADO FANCELLI,01.05.008,82,CONRADO FANCELLI
13848,01.05.008_DR SILVIO MEIRA E SA BEZERRA,01.05.008,73,DR SILVIO MEIRA E SA BEZERRA
13849,01.05.008_JOAO KOMOCHENA,01.05.008,74,JOAO KOMOCHENA
15636,01.05.008_LAZARO FIGUEIREDO VIEIRA,01.05.008,79,LAZARO FIGUEIREDO VIEIRA
13819,01.05.009_CAPITAO TELMO RIBEIRO,01.05.009,59,CAPITAO TELMO RIBEIRO
13812,01.05.009_CONRADO FANCELLI,01.05.009,82,CONRADO FANCELLI
3759,01.05.009_DR SILVIO MEIRA E SA BEZERRA,01.05.009,73,DR SILVIO MEIRA E SA BEZERRA
13813,01.05.009_JOAO KOMOCHENA,01.05.009,74,JOAO KOMOCHENA
35135,01.05.010_CAPITAO TELMO RIBEIRO,01.05.010,59,CAPITAO TELMO RIBEIRO
10675,01.05.010_CHOZO KAMITAMI,01.05.010,72,CHOZO KAMITAMI
14789,01.05.010_CONRADO FANCELLI,01.05.010,82,CONRADO FANCELLI
3766,01.05.010_DR SILVIO MEIRA E SA BEZERRA,01.05.010,73,DR SILVIO MEIRA E SA BEZERRA
13853,01.05.011_CHOZO KAMITAMI,01.05.011,72,CHOZO KAMITAMI
13855,01.05.011_CONRADO FANCELLI,01.05.011,82,CONRADO FANCELLI
15638,01.05.011_DR SILVIO MEIRA E SA BEZERRA,01.05.011,73,DR SILVIO MEIRA E SA BEZERRA
13857,01.05.011_LAZARO FIGUEIREDO VIEIRA,01.05.011,79,LAZARO FIGUEIREDO VIEIRA
9434,01.05.012_CHOZO KAMITAMI,01.05.012,72,CHOZO KAMITAMI
9438,01.05.012_DR SILVIO MEIRA E SA BEZERRA,01.05.012,73,DR SILVIO MEIRA E SA BEZERRA
10728,01.05.012_FLORIANO PEIXOTO,01.05.012,78,FLORIANO PEIXOTO
13871,01.05.012_LAZARO FIGUEIREDO VIEIRA,01.05.012,79,LAZARO FIGUEIREDO VIEIRA
7705,01.05.013_ARTUR BERNARDES,01.05.013,77,ARTUR BERNARDES
10713,01.05.013_CHOZO KAMITAMI,01.05.013,72,CHOZO KAMITAMI
7703,01.05.013_DR SILVIO MEIRA E SA BEZERRA,01.05.013,73,DR SILVIO MEIRA E SA BEZERRA
15641,01.05.013_FLORIANO PEIXOTO,01.05.013,78,FLORIANO PEIXOTO
9512,01.05.014_ARTUR BERNARDES,01.05.014,77,ARTUR BERNARDES
35192,01.05.014_CHOZO KAMITAMI,01.05.014,72,CHOZO KAMITAMI
14555,01.05.014_DR SILVIO MEIRA E SA BEZERRA,01.05.014,73,DR SILVIO MEIRA E SA BEZERRA
14548,01.05.014_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.014,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
9518,01.05.015_ARTUR BERNARDES,01.05.015,77,ARTUR BERNARDES
1164,01.05.015_CHOZO KAMITAMI,01.05.015,72,CHOZO KAMITAMI
16639,01.05.015_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.015,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
16638,01.05.015_MARANHAO,01.05.015,71,MARANHAO
9433,01.05.016_ARTUR BERNARDES,01.05.016,77,ARTUR BERNARDES
7720,01.05.016_CHOZO KAMITAMI,01.05.016,72,CHOZO KAMITAMI
10743,01.05.016_FLORIANO PEIXOTO,01.05.016,78,FLORIANO PEIXOTO
9443,01.05.016_MARANHAO,01.05.016,71,MARANHAO
13874,01.05.017_CHOZO KAMITAMI,01.05.017,72,CHOZO KAMITAMI
18102,01.05.017_FLORIANO PEIXOTO,01.05.017,78,FLORIANO PEIXOTO
15625,01.05.017_LAZARO FIGUEIREDO VIEIRA,01.05.017,79,LAZARO FIGUEIREDO VIEIRA
13873,01.05.017_MARANHAO,01.05.017,71,MARANHAO
9437,01.05.018_CHOZO KAMITAMI,01.05.018,72,CHOZO KAMITAMI
9432,01.05.018_CONRADO FANCELLI,01.05.018,82,CONRADO FANCELLI
11085,01.05.018_LAZARO FIGUEIREDO VIEIRA,01.05.018,79,LAZARO FIGUEIREDO VIEIRA
14122,01.05.018_MARANHAO,01.05.018,71,MARANHAO
13827,01.05.019_CAPITAO TELMO RIBEIRO,01.05.019,59,CAPITAO TELMO RIBEIRO
11265,01.05.019_CHOZO KAMITAMI,01.05.019,72,CHOZO KAMITAMI
10679,01.05.019_CONRADO FANCELLI,01.05.019,82,CONRADO FANCELLI
13829,01.05.019_MARANHAO,01.05.019,71,MARANHAO
41638,01.05.020_CAPITAO TELMO RIBEIRO,01.05.020,59,CAPITAO TELMO RIBEIRO
15594,01.05.020_CONRADO FANCELLI,01.05.020,82,CONRADO FANCELLI
11087,01.05.020_MARANHAO,01.05.020,71,MARANHAO
41698,01.05.021_CONRADO FANCELLI,01.05.021,82,CONRADO FANCELLI
15600,01.05.021_LAZARO FIGUEIREDO VIEIRA,01.05.021,79,LAZARO FIGUEIREDO VIEIRA
16493,01.05.021_MARANHAO,01.05.021,71,MARANHAO
10772,01.05.022_FLORIANO PEIXOTO,01.05.022,78,FLORIANO PEIXOTO
15980,01.05.022_JOSE AYRES JUNIOR,01.05.022,423,JOSE AYRES JUNIOR
13891,01.05.022_LAZARO FIGUEIREDO VIEIRA,01.05.022,79,LAZARO FIGUEIREDO VIEIRA
13896,01.05.022_MARANHAO,01.05.022,71,MARANHAO
14812,01.05.023_ARTUR BERNARDES,01.05.023,77,ARTUR BERNARDES
19664,01.05.023_FLORIANO PEIXOTO,01.05.023,78,FLORIANO PEIXOTO
11373,01.05.023_JOSE AYRES JUNIOR,01.05.023,423,JOSE AYRES JUNIOR
16633,01.05.023_MARANHAO,01.05.023,71,MARANHAO
42015,01.05.024_ARTUR BERNARDES,01.05.024,77,ARTUR BERNARDES
45702,01.05.024_JOSE AYRES JUNIOR,01.05.024,423,JOSE AYRES JUNIOR
42012,01.05.024_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.024,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
11090,01.05.024_MARANHAO,01.05.024,71,MARANHAO
45705,01.05.025_ARTUR BERNARDES,01.05.025,77,ARTUR BERNARDES
15997,01.05.025_JOSE AYRES JUNIOR,01.05.025,423,JOSE AYRES JUNIOR
15973,01.05.025_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.025,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
15974,01.05.025_TEREZINHA FORTES MARTINS,01.05.025,70,TEREZINHA FORTES MARTINS
41999,01.05.026_ARTUR BERNARDES,01.05.026,77,ARTUR BERNARDES
15966,01.05.026_JOSE AYRES JUNIOR,01.05.026,423,JOSE AYRES JUNIOR
15968,01.05.026_TEREZINHA FORTES MARTINS,01.05.026,70,TEREZINHA FORTES MARTINS
15965,01.05.027_FLORIANO PEIXOTO,01.05.027,78,FLORIANO PEIXOTO
15981,01.05.027_JOSE AYRES JUNIOR,01.05.027,423,JOSE AYRES JUNIOR
15979,01.05.027_LAZARO FIGUEIREDO VIEIRA,01.05.027,79,LAZARO FIGUEIREDO VIEIRA
37069,01.05.027_TEREZINHA FORTES MARTINS,01.05.027,70,TEREZINHA FORTES MARTINS
2304,01.05.028_D PEDRO II,01.05.028,69,D PEDRO II
2303,01.05.028_FLORIANO PEIXOTO,01.05.028,78,FLORIANO PEIXOTO
16604,01.05.028_LAZARO FIGUEIREDO VIEIRA,01.05.028,79,LAZARO FIGUEIREDO VIEIRA
2431,01.05.028_TEREZINHA FORTES MARTINS,01.05.028,70,TEREZINHA FORTES MARTINS
2289,01.05.029_ARTUR BERNARDES,01.05.029,77,ARTUR BERNARDES
2288,01.05.029_D PEDRO II,01.05.029,69,D PEDRO II
16657,01.05.029_FLORIANO PEIXOTO,01.05.029,78,FLORIANO PEIXOTO
16506,01.05.029_TEREZINHA FORTES MARTINS,01.05.029,70,TEREZINHA FORTES MARTINS
16559,01.05.030_ARTUR BERNARDES,01.05.030,77,ARTUR BERNARDES
16562,01.05.030_D PEDRO II,01.05.030,69,D PEDRO II
16572,01.05.030_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.030,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
16560,01.05.030_TEREZINHA FORTES MARTINS,01.05.030,70,TEREZINHA FORTES MARTINS
16608,01.05.031_ARTUR BERNARDES,01.05.031,77,ARTUR BERNARDES
16535,01.05.031_D PEDRO II,01.05.031,69,D PEDRO II
16675,01.05.031_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.031,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
42661,01.05.031_PROF PEDRO REAL,01.05.031,68,PROF PEDRO REAL
16663,01.05.032_ARTUR BERNARDES,01.05.032,77,ARTUR BERNARDES
16527,01.05.032_D PEDRO II,01.05.032,69,D PEDRO II
16616,01.05.032_FLORIANO PEIXOTO,01.05.032,78,FLORIANO PEIXOTO
16530,01.05.032_PROF PEDRO REAL,01.05.032,68,PROF PEDRO REAL
2309,01.05.033_D PEDRO II,01.05.033,69,D PEDRO II
11337,01.05.033_FLORIANO PEIXOTO,01.05.033,78,FLORIANO PEIXOTO
2307,01.05.033_LAZARO FIGUEIREDO VIEIRA,01.05.033,79,LAZARO FIGUEIREDO VIEIRA
16511,01.05.033_PROF PEDRO REAL,01.05.033,68,PROF PEDRO REAL
1960,01.05.034_CAPITAO TELMO RIBEIRO,01.05.034,59,CAPITAO TELMO RIBEIRO
8989,01.05.034_LAZARO FIGUEIREDO VIEIRA,01.05.034,79,LAZARO FIGUEIREDO VIEIRA
186,01.05.034_PARTICULAR FLAMBOYANT,01.05.034,775,PARTICULAR FLAMBOYANT
1511,01.05.034_PROJETADA A - COND RESD MONTHOYA,01.05.034,1040,PROJETADA A - COND RESD MONTHOYA
16541,01.05.035_ANTONIO JOSE DE MEIRA,01.05.035,67,ANTONIO JOSE DE MEIRA
16538,01.05.035_FLORIANO PEIXOTO,01.05.035,78,FLORIANO PEIXOTO
2525,01.05.035_LAZARO FIGUEIREDO VIEIRA,01.05.035,79,LAZARO FIGUEIREDO VIEIRA
11336,01.05.035_PROF PEDRO REAL,01.05.035,68,PROF PEDRO REAL
16550,01.05.036_ANTONIO JOSE DE MEIRA,01.05.036,67,ANTONIO JOSE DE MEIRA
11340,01.05.036_ARTUR BERNARDES,01.05.036,77,ARTUR BERNARDES
16664,01.05.036_FLORIANO PEIXOTO,01.05.036,78,FLORIANO PEIXOTO
16555,01.05.036_PROF PEDRO REAL,01.05.036,68,PROF PEDRO REAL
16558,01.05.037_ANTONIO JOSE DE MEIRA,01.05.037,67,ANTONIO JOSE DE MEIRA
16557,01.05.037_ARTUR BERNARDES,01.05.037,77,ARTUR BERNARDES
16563,01.05.037_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.037,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
16575,01.05.037_PROF PEDRO REAL,01.05.037,68,PROF PEDRO REAL
18256,01.05.038_ANTONIO JOSE DE MEIRA,01.05.038,67,ANTONIO JOSE DE MEIRA
18252,01.05.038_ARTUR BERNARDES,01.05.038,77,ARTUR BERNARDES
18264,01.05.038_HERCULANO RUBIM TOLEDO,01.05.038,65,HERCULANO RUBIM TOLEDO
17377,01.05.038_JUSCELINO KUBITSCHEK DE OLIVEIRA,01.05.038,76,JUSCELINO KUBITSCHEK DE OLIVEIRA
18257,01.05.039_ANTONIO JOSE DE MEIRA,01.05.039,67,ANTONIO JOSE DE MEIRA
18258,01.05.039_ARTUR BERNARDES,01.05.039,77,ARTUR BERNARDES
